,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,0.52,0.72,0.38,0.01,0.0,0.0,0.0,0.0,0.19,0.25,0.38,1.72,0.0,0.45,0.0,0.2,0.0,0
1,1,0.34,0.44,0.32,0.13,0.0,0.0,0.0,0.0,0.23,0.17,0.47,2.06,0.0,0.74,0.0,0.07,0.0,0
2,2,0.25,0.33,0.33,0.2,0.0,0.0,0.0,0.0,0.24,0.11,0.52,2.27,0.0,0.89,0.0,0.02,0.0,0
3,3,0.3,0.45,0.34,0.19,0.0,0.0,0.0,0.0,0.22,0.14,0.56,2.25,0.0,0.89,0.0,0.02,0.0,0
4,4,0.37,0.58,0.35,0.28,0.0,0.0,0.0,0.0,0.26,0.15,0.63,2.16,0.0,0.83,0.0,0.02,0.0,0
5,5,0.32,0.58,0.26,0.42,0.0,0.0,0.0,0.0,0.33,0.26,0.66,2.0,0.0,0.75,0.0,0.0,0.0,0
6,6,0.18,0.5,0.14,0.51,0.0,0.0,0.0,0.0,0.38,0.29,0.64,1.95,0.0,0.7,0.0,0.0,0.0,0
7,7,0.05,0.43,0.07,0.51,0.0,0.0,0.0,0.04,0.56,0.38,0.75,1.86,0.09,0.67,0.0,0.0,0.0,0
8,8,0.01,0.48,0.06,0.42,0.0,0.0,0.0,0.06,0.7,0.37,0.83,1.81,0.18,0.67,0.0,0.0,0.0,0
9,9,0.0,0.38,0.06,0.3,0.0,0.0,0.0,0.36,1.0,0.32,1.01,1.84,0.3,0.65,0.0,0.0,0.0,0
10,10,0.0,0.28,0.03,0.26,0.01,0.0,0.0,0.62,1.16,0.21,1.02,1.86,0.31,0.67,0.0,0.0,0.0,0
11,11,0.0,0.14,0.12,0.14,0.01,0.0,0.0,0.81,1.28,0.12,1.04,2.01,0.22,0.62,0.0,0.0,0.0,0
12,12,0.01,0.08,0.22,0.09,0.01,0.0,0.0,0.77,1.27,0.12,1.0,2.06,0.1,0.58,0.0,0.0,0.0,0
