,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,0.27,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.45,0.25,0.0,0.0,1.6,0
1,1,0.09,0.23,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.78,0.4,0.31,0.0,0.0,1.45,0
2,2,0.0,0.11,0.03,0.01,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.84,0.24,0.24,0.0,0.06,1.07,0
3,3,0.0,0.02,0.1,0.03,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.93,0.11,0.16,0.0,0.11,0.73,0
4,4,0.0,0.0,0.19,0.03,0.0,0.49,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04,0.0,0.28,0.31,0
5,5,0.0,0.0,0.27,0.01,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.03,0.16,0.5,0.26,0
6,6,0.0,0.0,0.29,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.01,0.75,0.0,0.0,0.36,0.81,0.12,0
7,7,0.0,0.0,0.31,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.01,0.61,0.0,0.0,0.56,0.92,0.11,0
8,8,0.0,0.0,0.25,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.02,0.57,0.0,0.0,0.61,0.96,0.01,0
9,9,0.0,0.0,0.27,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.02,0.43,0.0,0.0,0.6,0.91,0.0,0
10,10,0.0,0.0,0.27,0.03,0.0,0.65,0.0,0.0,0.0,0.0,0.03,0.41,0.0,0.0,0.59,0.82,0.0,0
11,11,0.0,0.0,0.22,0.03,0.0,0.62,0.0,0.0,0.0,0.0,0.1,0.45,0.0,0.0,0.62,0.7,0.0,0
12,12,0.0,0.0,0.15,0.03,0.0,0.56,0.0,0.0,0.0,0.0,0.11,0.48,0.0,0.0,0.66,0.55,0.0,0
13,13,0.0,0.0,0.04,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.22,0.44,0.0,0.0,0.66,0.39,0.0,0
