,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,0.0,0.0,0.66,0.0,1.64,0.57,0.0,1.43,1.24,1.97,0.01,1.8,0.41,0.8,1.58,1.26,0.0,0
1,1,0.0,0.0,0.69,0.0,1.64,0.39,0.0,1.44,1.3,1.93,0.0,1.64,0.43,0.92,1.52,1.25,0.0,0
2,2,0.0,0.0,0.69,0.0,1.63,0.31,0.0,1.44,1.35,1.88,0.0,1.57,0.43,1.0,1.49,1.23,0.0,0
3,3,0.0,0.0,0.68,0.0,1.62,0.32,0.0,1.43,1.35,1.85,0.0,1.58,0.46,1.05,1.49,1.23,0.0,0
4,4,0.0,0.0,0.68,0.0,1.61,0.32,0.0,1.41,1.35,1.84,0.0,1.61,0.45,1.06,1.44,1.21,0.0,0
5,5,0.0,0.0,0.67,0.0,1.6,0.31,0.0,1.4,1.35,1.82,0.0,1.62,0.46,1.06,1.39,1.23,0.0,0
6,6,0.0,0.0,0.72,0.0,1.57,0.29,0.0,1.39,1.2,1.71,0.04,1.56,0.35,0.92,1.37,1.16,0.0,0
7,7,0.0,0.0,0.73,0.0,1.57,0.32,0.0,1.4,1.1,1.69,0.08,1.51,0.39,0.83,1.33,1.2,0.0,0
8,8,0.0,0.0,0.74,0.0,1.56,0.33,0.0,1.43,0.97,1.65,0.12,1.47,0.4,0.76,1.3,1.19,0.0,0
9,9,0.0,0.0,0.62,0.0,1.59,0.25,0.0,1.45,1.01,1.77,0.12,1.49,0.52,0.81,1.33,1.29,0.0,0
10,10,0.0,0.0,0.55,0.0,1.58,0.29,0.01,1.43,1.07,1.76,0.09,1.38,0.64,0.69,1.39,1.18,0.0,0
11,11,0.0,0.0,0.44,0.0,1.61,0.45,0.01,1.47,1.14,1.75,0.05,1.26,0.74,0.51,1.44,1.22,0.0,0
12,12,0.0,0.0,0.39,0.0,1.59,0.66,0.01,1.56,1.24,1.6,0.01,1.1,0.74,0.38,1.51,1.24,0.0,0
