,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,0.0,0.0,0.0,0.0,0.57,0.94,0.0,1.48,0.62,0.0,0.96,0.82,0.0,0.0,1.47,2.96,0.15,0
1,1,0.0,0.02,0.14,0.0,0.58,1.07,0.0,1.48,0.63,0.0,0.99,0.75,0.0,0.0,1.39,2.81,0.11,0
2,2,0.0,0.05,0.28,0.0,0.59,1.15,0.0,1.53,0.65,0.0,0.94,0.7,0.0,0.0,1.34,2.71,0.11,0
3,3,0.01,0.12,0.41,0.0,0.6,1.17,0.0,1.61,0.67,0.0,0.8,0.6,0.0,0.0,1.29,2.67,0.07,0
4,4,0.01,0.18,0.45,0.0,0.56,1.22,0.0,1.56,0.67,0.0,0.74,0.62,0.0,0.0,1.38,2.68,0.05,0
5,5,0.01,0.17,0.44,0.0,0.54,1.24,0.0,1.49,0.66,0.0,0.75,0.64,0.0,0.0,1.44,2.75,0.0,0
6,6,0.0,0.13,0.4,0.0,0.54,1.24,0.0,1.51,0.63,0.0,0.86,0.73,0.0,0.0,1.52,2.82,0.02,0
7,7,0.05,0.06,0.41,0.0,0.58,1.1,0.0,1.57,0.63,0.0,0.94,0.72,0.0,0.0,1.46,2.79,0.06,0
8,8,0.06,0.05,0.4,0.0,0.6,1.04,0.0,1.65,0.63,0.0,0.98,0.67,0.0,0.0,1.52,2.75,0.08,0
9,9,0.06,0.0,0.42,0.0,0.61,1.04,0.0,1.67,0.66,0.0,0.95,0.62,0.0,0.0,1.5,2.67,0.06,0
10,10,0.02,0.0,0.44,0.0,0.63,1.07,0.02,1.66,0.69,0.0,0.93,0.69,0.0,0.0,1.55,2.75,0.06,0
11,11,0.01,0.01,0.53,0.0,0.66,1.2,0.02,1.59,0.73,0.0,0.91,0.74,0.0,0.0,1.47,2.71,0.05,0
12,12,0.01,0.01,0.51,0.0,0.69,1.15,0.02,1.63,0.75,0.0,0.96,0.78,0.0,0.0,1.48,2.69,0.12,0
13,13,0.0,0.02,0.45,0.0,0.68,1.0,0.0,1.57,0.76,0.0,1.01,0.75,0.0,0.0,1.45,2.56,0.12,0
14,14,0.0,0.02,0.36,0.0,0.66,0.78,0.01,1.58,0.71,0.0,1.09,0.7,0.0,0.0,1.48,2.56,0.12,0
15,15,0.0,0.02,0.41,0.0,0.65,0.78,0.03,1.5,0.68,0.0,1.1,0.71,0.0,0.0,1.44,2.57,0.05,0
16,16,0.02,0.0,0.45,0.0,0.56,0.87,0.02,1.49,0.6,0.0,1.15,0.86,0.0,0.0,1.3,2.52,0.0,0
