,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,0.0,0.0,0.5,0.0,0.12,0.64,0.0,0.8,1.06,0.0,0.0,0.0,0.0,0.57,0.78,0.92,0.0,0
1,1,0.0,0.0,0.32,0.0,0.22,0.35,0.07,0.84,1.19,0.42,0.0,0.0,0.0,0.22,0.77,0.33,0.06,0
2,2,0.0,0.0,0.27,0.0,0.26,0.24,0.13,0.83,1.23,0.62,0.0,0.0,0.0,0.03,0.84,0.02,0.06,0
3,3,0.0,0.0,0.3,0.0,0.35,0.1,0.16,0.78,1.28,0.73,0.0,0.0,0.0,0.0,0.86,0.02,0.06,0
4,4,0.0,0.0,0.25,0.0,0.4,0.17,0.18,0.76,1.29,1.03,0.0,0.0,0.0,0.03,0.76,0.03,0.02,0
5,5,0.0,0.0,0.14,0.0,0.43,0.28,0.2,0.77,1.33,1.22,0.0,0.0,0.0,0.05,0.62,0.08,0.02,0
6,6,0.0,0.0,0.06,0.0,0.4,0.5,0.21,0.75,1.32,1.32,0.0,0.0,0.0,0.08,0.68,0.09,0.0,0
7,7,0.0,0.05,0.06,0.0,0.36,0.49,0.21,0.73,1.33,1.28,0.0,0.0,0.0,0.05,0.85,0.16,0.0,0
8,8,0.0,0.05,0.05,0.0,0.38,0.34,0.13,0.74,1.35,1.36,0.0,0.0,0.0,0.03,1.15,0.21,0.07,0
9,9,0.0,0.05,0.0,0.0,0.38,0.15,0.09,0.75,1.33,1.33,0.0,0.0,0.0,0.0,1.29,0.25,0.19,0
10,10,0.0,0.0,0.0,0.0,0.3,0.16,0.01,0.7,1.33,1.32,0.06,0.0,0.0,0.0,1.32,0.33,0.4,0
11,11,0.0,0.0,0.0,0.0,0.33,0.2,0.01,0.75,1.35,1.24,0.14,0.0,0.0,0.0,1.28,0.42,0.33,0
12,12,0.0,0.0,0.0,0.0,0.3,0.16,0.0,0.78,1.28,1.31,0.19,0.13,0.0,0.0,1.22,0.48,0.21,0
