,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,0.01,0.4,1.24,0.0,0.36,0.0,0.0,1.57,0.6,1.74,0.0,1.09,0.32,0.37,0.0,1.45,0.0,0
1,1,0.0,0.22,1.48,0.0,0.58,0.0,0.0,1.48,0.93,2.29,0.0,1.31,0.28,0.51,0.0,0.9,0.0,0
2,2,0.0,0.1,1.61,0.0,0.72,0.0,0.0,1.49,1.13,2.58,0.0,1.4,0.18,0.63,0.0,0.41,0.14,0
3,3,0.0,0.04,1.52,0.0,0.81,0.0,0.03,1.54,1.17,2.59,0.0,1.21,0.09,0.62,0.0,0.21,0.36,0
4,4,0.0,0.01,1.45,0.0,0.94,0.0,0.07,1.61,1.22,2.5,0.0,1.03,0.04,0.55,0.0,0.0,0.61,0
5,5,0.0,0.0,1.18,0.0,0.98,0.0,0.11,1.55,1.19,2.24,0.0,0.72,0.05,0.42,0.0,0.0,0.72,0
6,6,0.07,0.11,1.06,0.0,1.0,0.0,0.16,1.5,1.15,2.08,0.0,0.41,0.12,0.37,0.0,0.0,0.62,0
7,7,0.17,0.25,0.96,0.0,0.98,0.0,0.16,1.46,1.11,2.05,0.0,0.14,0.16,0.35,0.0,0.0,0.5,0
8,8,0.43,0.73,1.22,0.0,1.05,0.0,0.12,1.34,0.98,2.06,0.0,0.03,0.28,0.27,0.0,0.4,0.45,0
9,9,0.58,1.1,1.41,0.0,1.04,0.0,0.05,1.25,0.85,2.04,0.0,0.07,0.31,0.17,0.0,0.81,0.56,0
10,10,0.92,1.62,1.74,0.0,0.99,0.08,0.0,1.14,0.68,1.87,0.0,0.08,0.34,0.04,0.0,1.4,0.67,0
11,11,1.14,1.77,1.92,0.0,0.85,0.13,0.0,1.1,0.54,1.5,0.0,0.29,0.34,0.13,0.0,1.69,0.73,0
12,12,1.39,1.92,2.12,0.0,0.78,0.27,0.0,1.19,0.4,1.08,0.0,0.56,0.24,0.28,0.0,2.17,0.65,0
13,13,1.38,1.87,2.14,0.0,0.76,0.36,0.0,1.27,0.31,0.74,0.0,0.88,0.13,0.46,0.0,2.49,0.59,0
14,14,1.41,1.82,2.03,0.0,0.75,0.31,0.0,1.44,0.35,0.72,0.0,1.0,0.0,0.55,0.0,2.62,0.54,0
15,15,1.4,1.81,2.0,0.0,0.72,0.29,0.0,1.44,0.42,0.65,0.0,1.0,0.0,0.59,0.0,2.57,0.58,0
16,16,1.43,1.73,1.86,0.0,0.73,0.23,0.0,1.4,0.51,0.68,0.0,0.96,0.0,0.62,0.0,2.51,0.53,0
17,17,1.24,1.63,1.83,0.0,0.79,0.24,0.0,1.33,0.6,0.71,0.0,0.76,0.0,0.42,0.0,2.67,0.36,0
18,18,1.02,1.34,1.77,0.0,0.89,0.14,0.0,1.47,0.79,1.0,0.0,0.61,0.0,0.21,0.21,2.65,0.26,0
19,19,0.8,1.16,1.83,0.0,0.98,0.1,0.0,1.63,0.93,1.23,0.0,0.46,0.0,0.0,0.39,2.58,0.18,0
20,20,0.72,1.03,1.71,0.0,1.15,0.24,0.03,1.91,1.1,1.65,0.0,0.45,0.0,0.0,0.72,2.44,0.43,0
21,21,0.74,1.03,1.45,0.0,1.2,0.41,0.03,1.82,1.14,1.86,0.0,0.4,0.0,0.0,0.89,2.31,0.76,0
22,22,0.5,0.67,1.17,0.0,1.16,0.33,0.07,1.77,1.17,1.95,0.0,0.26,0.0,0.0,0.87,1.97,0.9,0
23,23,0.26,0.32,1.03,0.0,0.97,0.18,0.15,1.62,1.13,2.04,0.0,0.2,0.0,0.0,0.54,1.29,0.7,0
24,24,0.0,0.0,1.1,0.0,0.88,0.0,0.3,1.61,1.06,2.22,0.0,0.27,0.05,0.11,0.15,0.65,0.29,0
25,25,0.0,0.07,1.25,0.0,0.84,0.0,0.39,1.6,1.03,2.54,0.0,0.49,0.09,0.21,0.0,0.26,0.09,0
26,26,0.07,0.13,1.53,0.0,1.05,0.0,0.4,1.77,1.24,2.54,0.0,0.58,0.33,0.21,0.01,0.56,0.0,0
27,27,0.07,0.13,1.62,0.0,1.23,0.0,0.38,1.92,1.44,2.41,0.0,0.65,0.55,0.12,0.01,0.99,0.0,0
28,28,0.07,0.06,1.67,0.0,1.46,0.0,0.31,2.11,1.8,2.46,0.0,0.72,0.77,0.09,0.22,1.54,0.0,0
29,29,0.0,0.0,1.55,0.0,1.52,0.03,0.23,2.08,1.93,2.6,0.0,0.82,0.77,0.19,0.4,1.69,0.0,0
