,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,1.67,0.0,0.01,0.0,0.32,0.0,0.0,0.76,0.51,0.0,0.0,0.64,0.33,1.16,1.76,0.48,0.0,0
1,1,0.96,0.0,0.13,0.0,0.38,0.03,0.0,0.93,0.72,0.0,0.0,0.42,0.64,1.23,1.44,0.28,0.0,0
2,2,0.91,0.0,0.28,0.0,0.27,0.03,0.0,0.87,0.63,0.0,0.17,1.04,0.55,1.43,1.45,0.12,0.0,0
3,3,1.15,0.0,0.55,0.0,0.15,0.03,0.0,0.92,0.54,0.0,0.35,1.72,0.31,1.58,1.65,0.02,0.0,0
4,4,1.33,0.0,0.73,0.0,0.0,0.0,0.0,0.95,0.51,0.0,0.4,2.25,0.02,1.47,2.09,0.0,0.0,0
5,5,1.06,0.0,0.78,0.0,0.05,0.0,0.0,1.25,0.85,0.0,0.24,1.85,0.0,1.18,2.44,0.0,0.04,0
6,6,0.79,0.0,0.58,0.0,0.17,0.0,0.0,1.48,1.2,0.0,0.06,1.48,0.0,0.92,2.75,0.0,0.05,0
7,7,0.71,0.1,0.47,0.0,0.31,0.0,0.01,1.64,1.43,0.0,0.01,1.25,0.0,0.89,2.84,0.0,0.05,0
8,8,0.68,0.23,0.37,0.0,0.36,0.0,0.01,1.7,1.55,0.0,0.0,1.2,0.0,0.97,2.86,0.0,0.02,0
9,9,0.87,0.51,0.42,0.0,0.4,0.0,0.02,1.68,1.66,0.0,0.0,1.15,0.0,1.2,2.81,0.06,0.0,0
10,10,1.04,0.67,0.34,0.0,0.4,0.0,0.09,1.62,1.72,0.0,0.0,1.02,0.03,1.47,2.68,0.06,0.0,0
11,11,1.18,0.75,0.25,0.0,0.41,0.0,0.14,1.57,1.85,0.0,0.0,0.9,0.03,1.74,2.45,0.06,0.0,0
12,12,1.06,0.66,0.13,0.0,0.41,0.0,0.13,1.5,1.95,0.0,0.0,0.82,0.03,1.89,2.2,0.0,0.0,0
13,13,0.97,0.52,0.15,0.0,0.48,0.0,0.11,1.57,2.08,0.0,0.0,0.78,0.13,1.98,2.08,0.0,0.0,0
14,14,0.87,0.42,0.21,0.0,0.58,0.0,0.07,1.61,2.06,0.0,0.0,0.83,0.24,2.04,1.93,0.0,0.0,0
15,15,0.73,0.23,0.23,0.0,0.61,0.0,0.07,1.79,2.06,0.0,0.0,0.91,0.36,2.07,1.83,0.0,0.0,0
16,16,0.59,0.14,0.28,0.0,0.59,0.0,0.01,1.82,2.05,0.0,0.0,1.02,0.36,2.08,1.68,0.0,0.0,0
17,17,0.57,0.02,0.38,0.0,0.54,0.0,0.0,1.84,2.03,0.0,0.0,1.01,0.35,2.02,1.51,0.0,0.0,0
18,18,0.67,0.02,0.47,0.0,0.51,0.0,0.0,1.76,1.93,0.0,0.0,1.0,0.33,1.97,1.37,0.0,0.0,0
19,19,0.64,0.01,0.44,0.0,0.43,0.0,0.0,1.79,1.81,0.0,0.0,1.05,0.24,1.98,1.21,0.0,0.0,0
20,20,0.63,0.05,0.4,0.0,0.39,0.0,0.0,1.8,1.72,0.0,0.0,1.23,0.18,1.91,1.13,0.0,0.0,0
21,21,0.56,0.05,0.49,0.0,0.32,0.0,0.0,1.82,1.61,0.0,0.0,1.49,0.17,1.79,0.99,0.0,0.0,0
22,22,0.46,0.06,0.52,0.0,0.31,0.0,0.0,1.8,1.46,0.0,0.0,1.78,0.31,1.62,0.87,0.0,0.0,0
23,23,0.35,0.02,0.49,0.0,0.25,0.0,0.0,1.89,1.34,0.0,0.0,1.95,0.46,1.54,0.73,0.0,0.0,0
24,24,0.35,0.02,0.37,0.0,0.19,0.0,0.0,1.77,1.11,0.0,0.0,2.07,0.71,1.62,0.52,0.0,0.0,0
25,25,0.4,0.0,0.34,0.0,0.09,0.0,0.0,1.69,0.98,0.0,0.0,2.14,0.85,1.68,0.39,0.04,0.0,0
