,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,1.36,0.47,0.59,0.0,0.0,0.16,0.71,0.0,0
1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,1.02,0.42,0.46,0.0,0.0,0.14,0.5,0.0,0
2,2,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.52,0.0,0.7,0.37,0.27,0.0,0.0,0.39,0.35,0.0,0
3,3,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.53,0.0,0.45,0.31,0.21,0.0,0.0,0.73,0.26,0.0,0
4,4,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.6,0.0,0.36,0.28,0.1,0.0,0.0,1.11,0.24,0.0,0
5,5,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.63,0.0,0.32,0.26,0.14,0.0,0.0,1.27,0.23,0.0,0
6,6,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.64,0.01,0.28,0.3,0.09,0.0,0.0,1.3,0.24,0.0,0
7,7,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.64,0.03,0.26,0.27,0.11,0.0,0.0,1.3,0.22,0.0,0
8,8,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.67,0.04,0.25,0.3,0.12,0.0,0.0,1.23,0.27,0.0,0
9,9,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.7,0.04,0.3,0.29,0.11,0.0,0.0,1.23,0.27,0.0,0
10,10,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.81,0.02,0.23,0.25,0.09,0.0,0.0,1.27,0.46,0.0,0
11,11,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.88,0.0,0.16,0.13,0.06,0.0,0.0,1.35,0.75,0.0,0
12,12,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.88,0.0,0.05,0.0,0.03,0.0,0.0,1.14,1.11,0.0,0
13,13,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.69,0.0,0.37,0.0,0.14,0.0,0.14,0.68,1.07,0.0,0
14,14,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.48,0.0,0.66,0.0,0.29,0.0,0.28,0.22,0.86,0.0,0
15,15,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.45,0.0,0.93,0.0,0.46,0.0,0.41,0.0,0.54,0.0,0
16,16,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.67,0.0,0.87,0.0,0.37,0.0,0.27,0.18,0.76,0.01,0
17,17,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.87,0.0,0.78,0.0,0.2,0.0,0.13,0.63,1.18,0.46,0
18,18,0.0,0.0,0.15,0.0,0.0,0.0,0.0,1.02,0.0,0.71,0.0,0.09,0.0,0.0,1.05,1.66,0.86,0
19,19,0.0,0.0,0.07,0.0,0.0,0.0,0.0,1.0,0.0,0.72,0.0,0.09,0.0,0.0,1.31,1.89,1.31,0
20,20,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.86,0.0,0.75,0.0,0.15,0.0,0.0,1.2,1.65,1.18,0
21,21,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.76,0.0,0.71,0.0,0.17,0.0,0.0,1.23,1.21,0.89,0
22,22,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.7,0.0,0.64,0.0,0.23,0.0,0.0,1.22,0.76,0.56,0
23,23,0.01,0.0,0.3,0.0,0.0,0.0,0.0,0.74,0.0,0.74,0.01,0.2,0.0,0.0,1.32,0.58,0.3,0
24,24,0.01,0.0,0.27,0.0,0.0,0.0,0.0,0.72,0.0,0.89,0.04,0.14,0.0,0.0,1.21,0.46,0.24,0
25,25,0.06,0.0,0.2,0.0,0.0,0.0,0.0,0.63,0.0,1.01,0.1,0.1,0.0,0.0,1.07,0.32,0.36,0
26,26,0.45,0.33,0.2,0.0,0.0,0.0,0.0,0.68,0.02,0.95,0.16,0.08,0.0,0.0,1.02,0.12,0.59,0
27,27,0.81,0.63,0.18,0.0,0.0,0.0,0.0,0.64,0.02,1.01,0.13,0.06,0.0,0.0,0.68,0.05,0.74,0
28,28,1.17,1.07,0.22,0.0,0.0,0.0,0.0,0.54,0.02,1.07,0.07,0.07,0.0,0.0,0.4,0.05,0.7,0
29,29,1.26,0.89,0.21,0.0,0.0,0.0,0.0,0.26,0.0,0.92,0.0,0.11,0.0,0.0,0.0,0.05,0.53,0
30,30,1.35,0.72,0.28,0.01,0.0,0.0,0.0,0.09,0.0,0.8,0.0,0.15,0.0,0.0,0.05,0.07,0.43,0
31,31,1.37,0.44,0.32,0.07,0.0,0.0,0.0,0.02,0.0,0.64,0.0,0.1,0.0,0.0,0.16,0.04,0.34,0
32,32,1.3,0.46,0.44,0.07,0.0,0.0,0.0,0.02,0.0,0.66,0.01,0.12,0.0,0.0,0.47,0.08,0.29,0
33,33,1.33,0.57,0.59,0.06,0.0,0.0,0.0,0.02,0.02,0.5,0.04,0.08,0.0,0.0,0.8,0.06,0.18,0
34,34,1.34,0.74,0.8,0.0,0.0,0.0,0.0,0.07,0.02,0.39,0.04,0.1,0.0,0.0,1.05,0.07,0.14,0
35,35,1.36,0.85,0.79,0.0,0.0,0.0,0.0,0.13,0.07,0.24,0.04,0.1,0.0,0.0,1.09,0.07,0.08,0
36,36,1.22,0.81,0.79,0.0,0.0,0.0,0.0,0.18,0.08,0.19,0.06,0.2,0.0,0.0,1.04,0.12,0.08,0
37,37,1.03,0.85,0.75,0.01,0.0,0.0,0.0,0.13,0.08,0.17,0.17,0.23,0.0,0.0,1.07,0.37,0.0,0
38,38,0.88,0.9,0.76,0.01,0.0,0.0,0.0,0.07,0.04,0.27,0.23,0.26,0.0,0.0,1.13,0.69,0.0,0
39,39,0.76,1.04,0.68,0.02,0.0,0.0,0.0,0.02,0.01,0.41,0.26,0.36,0.0,0.0,0.89,0.86,0.0,0
40,40,0.71,0.93,0.58,0.01,0.0,0.0,0.0,0.0,0.01,0.56,0.21,0.52,0.0,0.0,0.54,0.84,0.0,0
41,41,0.64,0.9,0.52,0.01,0.0,0.0,0.0,0.0,0.01,0.74,0.15,0.59,0.0,0.0,0.11,0.68,0.0,0
42,42,0.61,0.83,0.47,0.04,0.0,0.0,0.0,0.0,0.01,0.82,0.09,0.56,0.0,0.0,0.04,0.69,0.0,0
43,43,0.59,0.91,0.46,0.09,0.0,0.0,0.0,0.0,0.0,0.95,0.11,0.43,0.0,0.0,0.13,0.75,0.0,0
44,44,0.55,0.93,0.52,0.11,0.0,0.0,0.0,0.0,0.0,0.87,0.13,0.27,0.0,0.0,0.41,0.91,0.0,0
45,45,0.51,1.01,0.59,0.14,0.0,0.0,0.0,0.0,0.01,0.81,0.18,0.1,0.0,0.0,0.78,1.03,0.0,0
46,46,0.5,1.05,0.6,0.17,0.0,0.0,0.0,0.0,0.01,0.68,0.18,0.01,0.0,0.0,1.15,1.14,0.0,0
47,47,0.5,1.1,0.54,0.17,0.0,0.0,0.0,0.0,0.01,0.64,0.24,0.01,0.0,0.0,1.35,1.07,0.0,0
48,48,0.55,1.12,0.55,0.11,0.0,0.0,0.0,0.0,0.01,0.58,0.27,0.0,0.0,0.0,1.49,1.06,0.0,0
49,49,0.59,1.08,0.55,0.02,0.0,0.0,0.0,0.01,0.02,0.63,0.34,0.0,0.0,0.0,1.55,1.04,0.0,0
50,50,0.59,1.03,0.51,0.0,0.0,0.0,0.0,0.01,0.02,0.79,0.24,0.12,0.0,0.0,1.09,1.22,0.03,0
51,51,0.6,1.02,0.49,0.0,0.0,0.0,0.0,0.01,0.01,0.98,0.16,0.39,0.0,0.0,0.58,1.16,0.07,0
52,52,0.67,1.1,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.05,0.62,0.0,0.0,0.03,1.09,0.07,0
53,53,0.71,1.07,0.48,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.05,0.74,0.0,0.0,0.0,1.02,0.09,0
54,54,0.61,0.76,0.43,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.03,0.78,0.0,0.05,0.0,1.17,0.05,0
55,55,0.55,0.58,0.33,0.0,0.0,0.0,0.0,0.04,0.0,1.74,0.0,0.69,0.0,0.06,0.1,1.4,0.05,0
56,56,0.47,0.43,0.31,0.0,0.0,0.0,0.0,0.32,0.0,1.67,0.0,0.62,0.0,0.06,0.5,1.64,0.0,0
