,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,0.0,0.0,0.0,0.0,0.34,0.65,0.0,0.7,0.0,1.17,0.0,0.3,0.0,0.01,0.96,0.52,0.0,0
1,1,0.0,0.0,0.0,0.0,0.24,0.6,0.0,0.66,0.0,1.18,0.0,0.35,0.0,0.0,0.91,0.63,0.0,0
2,2,0.0,0.0,0.0,0.0,0.16,0.58,0.0,0.65,0.0,1.21,0.0,0.36,0.0,0.0,0.92,0.7,0.0,0
3,3,0.0,0.0,0.0,0.05,0.16,0.71,0.0,0.53,0.0,1.14,0.0,0.43,0.04,0.05,0.71,0.64,0.0,0
4,4,0.0,0.0,0.0,0.1,0.17,0.82,0.0,0.41,0.0,1.04,0.0,0.51,0.06,0.1,0.52,0.56,0.0,0
5,5,0.0,0.0,0.0,0.18,0.18,0.92,0.0,0.27,0.0,0.94,0.0,0.59,0.08,0.16,0.27,0.49,0.0,0
6,6,0.0,0.0,0.0,0.23,0.15,0.93,0.0,0.24,0.0,0.9,0.0,0.58,0.06,0.16,0.27,0.48,0.0,0
7,7,0.0,0.0,0.0,0.18,0.16,0.81,0.0,0.2,0.0,0.92,0.0,0.47,0.05,0.12,0.43,0.58,0.04,0
8,8,0.0,0.0,0.0,0.09,0.15,0.7,0.0,0.18,0.0,0.93,0.0,0.37,0.05,0.05,0.6,0.68,0.05,0
9,9,0.0,0.0,0.0,0.0,0.14,0.62,0.0,0.16,0.0,0.97,0.0,0.27,0.08,0.0,0.75,0.77,0.07,0
10,10,0.0,0.0,0.0,0.0,0.17,0.57,0.0,0.22,0.0,0.98,0.0,0.37,0.13,0.0,0.85,0.88,0.08,0
11,11,0.0,0.0,0.02,0.0,0.22,0.58,0.0,0.29,0.0,0.86,0.0,0.39,0.1,0.0,0.84,0.92,0.06,0
12,12,0.0,0.0,0.03,0.04,0.3,0.5,0.0,0.4,0.0,0.82,0.0,0.42,0.06,0.0,0.91,0.96,0.05,0
13,13,0.02,0.0,0.03,0.04,0.33,0.6,0.0,0.4,0.0,0.72,0.06,0.53,0.0,0.11,0.56,0.58,0.0,0
14,14,0.03,0.0,0.01,0.04,0.33,0.6,0.0,0.37,0.0,0.74,0.09,0.72,0.0,0.21,0.3,0.28,0.0,0
15,15,0.04,0.02,0.0,0.0,0.34,0.67,0.0,0.32,0.0,0.65,0.16,0.91,0.0,0.32,0.0,0.0,0.0,0
16,16,0.02,0.09,0.02,0.01,0.26,0.7,0.0,0.29,0.0,0.63,0.17,0.95,0.0,0.31,0.0,0.07,0.01,0
