,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,0.0,0.0,1.13,0.44,0.0,0.08,0.22,0.12,0.0,1.35,0.0,1.2,0.0,1.1,1.15,1.32,0.11,0
1,1,0.7,0.28,1.55,0.27,0.0,0.28,0.19,0.36,0.06,1.31,0.0,1.38,0.0,1.14,1.52,1.44,0.1,0
2,2,1.18,0.54,1.81,0.12,0.0,0.26,0.11,0.45,0.11,1.27,0.0,1.55,0.0,1.24,1.73,1.54,0.16,0
3,3,1.38,0.51,1.83,0.0,0.0,0.3,0.02,0.41,0.21,1.17,0.0,1.6,0.0,1.39,1.76,1.6,0.14,0
4,4,1.53,0.61,1.82,0.0,0.0,0.26,0.02,0.55,0.24,1.11,0.0,1.68,0.0,1.28,1.61,1.6,0.1,0
5,5,1.66,0.56,1.84,0.0,0.0,0.56,0.03,0.74,0.25,0.97,0.0,1.73,0.0,1.2,1.34,1.58,0.0,0
6,6,1.76,0.59,1.98,0.0,0.0,0.68,0.02,1.02,0.27,0.98,0.0,2.0,0.0,1.12,1.0,1.39,0.0,0
7,7,1.85,0.54,2.07,0.0,0.0,0.71,0.02,1.24,0.33,1.18,0.0,2.12,0.0,1.09,0.84,1.24,0.0,0
8,8,1.8,0.46,2.12,0.0,0.0,0.58,0.01,1.44,0.37,1.37,0.0,2.23,0.0,1.01,0.81,1.15,0.01,0
9,9,1.77,0.51,2.09,0.0,0.0,0.54,0.0,1.51,0.4,1.39,0.0,2.23,0.04,0.94,0.9,1.32,0.16,0
10,10,1.73,0.53,2.07,0.0,0.0,0.69,0.0,1.53,0.37,1.36,0.0,2.31,0.04,0.89,0.88,1.43,0.23,0
11,11,1.79,0.62,2.08,0.0,0.03,0.81,0.05,1.58,0.4,1.44,0.0,2.26,0.04,0.82,0.9,1.61,0.22,0
12,12,1.79,0.79,2.13,0.0,0.03,0.82,0.13,1.55,0.39,1.49,0.0,2.11,0.04,0.76,0.98,1.62,0.09,0
13,13,1.77,0.94,2.15,0.06,0.04,0.76,0.18,1.55,0.43,1.41,0.0,1.95,0.17,0.67,1.03,1.81,0.06,0
