,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,1.35,0.79,0.0,2.36,0.0,0.0,0.0,0.35,0.51,0.0,0.0,0.04,0.0,0.07,0.99,0.3,0.0,0
1,1,1.63,1.08,0.0,2.67,0.0,0.0,0.0,0.4,0.63,0.0,0.0,0.12,0.0,0.02,1.08,0.35,0.0,0
2,2,1.72,1.17,0.0,2.93,0.0,0.0,0.0,0.43,0.67,0.0,0.0,0.21,0.0,0.01,1.05,0.32,0.0,0
3,3,1.75,1.23,0.0,3.03,0.0,0.0,0.0,0.41,0.62,0.0,0.0,0.33,0.0,0.06,0.93,0.33,0.0,0
4,4,1.65,1.2,0.0,3.05,0.0,0.0,0.0,0.45,0.56,0.0,0.0,0.53,0.0,0.1,0.75,0.3,0.0,0
5,5,1.57,1.21,0.0,3.12,0.0,0.0,0.0,0.37,0.55,0.0,0.0,0.44,0.01,0.1,0.62,0.33,0.0,0
6,6,1.47,1.12,0.0,3.14,0.0,0.0,0.0,0.46,0.53,0.0,0.0,0.25,0.01,0.06,0.68,0.37,0.0,0
7,7,1.4,1.06,0.0,3.15,0.0,0.0,0.0,0.47,0.54,0.0,0.0,0.01,0.01,0.01,0.72,0.35,0.0,0
8,8,1.32,1.06,0.0,2.99,0.0,0.0,0.0,0.64,0.55,0.0,0.0,0.0,0.0,0.0,0.99,0.32,0.0,0
9,9,1.23,0.93,0.0,2.9,0.0,0.0,0.0,0.61,0.57,0.0,0.0,0.0,0.0,0.0,1.08,0.2,0.0,0
10,10,1.06,0.84,0.0,2.76,0.0,0.0,0.0,0.54,0.51,0.0,0.0,0.0,0.0,0.0,1.11,0.16,0.0,0
11,11,1.06,0.82,0.0,2.63,0.0,0.0,0.0,0.42,0.37,0.0,0.14,0.0,0.0,0.0,1.04,0.27,0.0,0
12,12,1.06,0.96,0.0,2.57,0.0,0.0,0.0,0.37,0.26,0.0,0.27,0.0,0.0,0.0,1.06,0.4,0.0,0
13,13,0.98,0.91,0.0,2.62,0.0,0.0,0.0,0.37,0.19,0.0,0.39,0.0,0.0,0.0,1.14,0.53,0.0,0
14,14,0.82,0.76,0.0,2.66,0.0,0.0,0.0,0.36,0.17,0.0,0.41,0.0,0.0,0.0,1.14,0.58,0.0,0
15,15,0.66,0.61,0.0,2.65,0.0,0.0,0.0,0.34,0.16,0.0,0.43,0.0,0.0,0.0,1.14,0.64,0.0,0
16,16,0.53,0.59,0.0,2.57,0.0,0.0,0.0,0.28,0.17,0.0,0.35,0.0,0.0,0.0,1.13,0.73,0.0,0
17,17,0.41,0.5,0.0,2.43,0.0,0.0,0.0,0.26,0.19,0.0,0.3,0.0,0.0,0.0,1.13,0.82,0.0,0
18,18,0.34,0.4,0.0,2.33,0.0,0.0,0.0,0.21,0.21,0.0,0.25,0.01,0.0,0.0,1.14,0.92,0.0,0
19,19,0.31,0.29,0.0,1.8,0.0,0.0,0.0,0.2,0.23,0.0,0.33,0.06,0.0,0.0,1.19,0.95,0.0,0
20,20,0.26,0.25,0.0,1.42,0.0,0.0,0.0,0.23,0.22,0.0,0.3,0.12,0.0,0.0,1.28,0.97,0.0,0
21,21,0.14,0.15,0.0,0.85,0.0,0.0,0.0,0.26,0.19,0.0,0.24,0.16,0.0,0.0,1.33,0.93,0.0,0
22,22,0.07,0.07,0.0,0.72,0.0,0.0,0.0,0.28,0.15,0.0,0.17,0.15,0.0,0.0,1.23,0.9,0.0,0
23,23,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.23,0.15,0.0,0.09,0.1,0.0,0.0,1.09,0.81,0.0,0
24,24,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.19,0.17,0.0,0.06,0.06,0.0,0.0,0.98,0.76,0.0,0
25,25,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.14,0.21,0.0,0.0,0.01,0.0,0.0,0.85,0.69,0.0,0
