,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,2.23,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.43,0.0,0.0,0.57,1.48,0.24,0
1,1,1.95,1.28,0.0,0.0,0.04,0.31,0.0,0.09,0.76,1.21,0.0,0.4,0.0,0.0,0.73,1.24,0.6,0
2,2,1.52,0.75,0.0,0.0,0.23,0.57,0.04,0.21,1.2,1.63,0.0,0.29,0.0,0.0,0.87,0.93,1.36,0
3,3,0.92,0.29,0.0,0.0,0.56,0.91,0.19,0.37,1.55,1.92,0.0,0.16,0.0,0.0,0.88,0.5,2.02,0
4,4,0.45,0.0,0.0,0.0,0.86,1.02,0.35,0.45,1.74,2.0,0.0,0.03,0.0,0.0,0.88,0.18,2.37,0
5,5,0.23,0.0,0.05,0.0,1.09,1.2,0.58,0.54,1.83,2.08,0.0,0.0,0.0,0.0,0.75,0.0,2.21,0
6,6,0.24,0.0,0.13,0.0,1.26,1.46,0.71,0.56,1.89,2.11,0.0,0.0,0.0,0.0,0.69,0.0,1.89,0
7,7,0.16,0.0,0.13,0.0,1.34,1.61,0.74,0.6,1.94,2.03,0.03,0.0,0.0,0.02,0.73,0.0,1.31,0
8,8,0.08,0.0,0.08,0.0,1.25,1.28,0.67,0.73,2.07,1.95,0.03,0.0,0.18,0.08,0.71,0.0,0.63,0
9,9,0.0,0.0,0.0,0.0,1.13,0.75,0.54,0.93,2.18,1.82,0.03,0.0,0.38,0.2,0.62,0.0,0.22,0
10,10,0.0,0.0,0.0,0.02,1.08,0.22,0.45,1.17,2.32,1.82,0.0,0.0,0.61,0.35,0.46,0.0,0.0,0
11,11,0.0,0.0,0.0,0.22,1.15,0.1,0.28,1.35,2.44,1.67,0.0,0.0,0.71,0.47,0.53,0.0,0.0,0
12,12,0.0,0.0,0.0,0.42,1.17,0.0,0.13,1.45,2.57,1.55,0.0,0.0,0.75,0.54,0.65,0.0,0.0,0
13,13,0.01,0.0,0.0,0.61,1.17,0.0,0.02,1.54,2.69,1.47,0.0,0.0,0.77,0.59,0.73,0.0,0.0,0
14,14,0.13,0.0,0.0,0.66,1.14,0.0,0.0,1.45,2.7,1.48,0.0,0.0,0.68,0.62,0.69,0.0,0.0,0
15,15,0.4,0.05,0.0,0.65,1.07,0.0,0.0,1.31,2.69,1.44,0.0,0.0,0.57,0.62,0.72,0.0,0.0,0
16,16,0.62,0.1,0.0,0.65,1.03,0.0,0.0,1.17,2.67,1.39,0.0,0.0,0.47,0.56,0.74,0.0,0.0,0
17,17,0.77,0.22,0.0,0.69,1.01,0.0,0.0,1.15,2.73,1.26,0.0,0.0,0.29,0.52,0.82,0.0,0.0,0
18,18,0.78,0.3,0.0,0.85,1.06,0.0,0.0,1.14,2.72,1.18,0.0,0.0,0.16,0.51,0.82,0.0,0.0,0
19,19,0.83,0.3,0.0,0.86,1.06,0.0,0.0,1.04,2.73,1.06,0.0,0.0,0.01,0.53,0.93,0.0,0.0,0
20,20,0.81,0.24,0.0,0.8,1.06,0.0,0.0,0.91,2.72,1.03,0.0,0.0,0.0,0.56,0.98,0.0,0.0,0
21,21,0.83,0.14,0.0,0.88,0.99,0.0,0.0,0.68,2.67,0.93,0.0,0.0,0.0,0.62,0.92,0.0,0.0,0
22,22,0.84,0.09,0.0,0.91,0.94,0.12,0.0,0.53,2.56,0.97,0.0,0.0,0.0,0.48,0.75,0.0,0.0,0
23,23,0.85,0.02,0.0,0.98,0.8,0.31,0.0,0.33,2.38,1.06,0.0,0.0,0.0,0.29,0.71,0.0,0.0,0
24,24,0.87,0.0,0.0,0.77,0.73,0.49,0.0,0.28,2.29,1.22,0.01,0.0,0.0,0.05,0.76,0.0,0.0,0
25,25,0.92,0.0,0.0,0.76,0.66,0.63,0.0,0.2,2.21,1.34,0.03,0.0,0.0,0.0,0.83,0.0,0.0,0
26,26,0.95,0.0,0.0,0.72,0.74,0.68,0.05,0.13,2.18,1.39,0.08,0.0,0.0,0.0,0.82,0.0,0.0,0
27,27,0.94,0.0,0.0,0.72,0.76,0.77,0.09,0.07,2.16,1.46,0.14,0.0,0.0,0.0,0.82,0.0,0.0,0
28,28,0.93,0.0,0.0,0.7,0.78,0.84,0.15,0.07,2.13,1.44,0.18,0.0,0.0,0.0,0.82,0.0,0.0,0
29,29,0.99,0.0,0.0,0.65,0.75,0.82,0.17,0.06,2.12,1.45,0.18,0.0,0.0,0.0,0.84,0.0,0.0,0
30,30,1.06,0.0,0.0,0.7,0.75,0.8,0.21,0.08,2.08,1.45,0.17,0.0,0.0,0.0,0.89,0.0,0.0,0
31,31,1.09,0.0,0.0,0.88,0.77,0.75,0.24,0.07,2.0,1.5,0.1,0.0,0.0,0.0,0.94,0.0,0.0,0
32,32,0.92,0.0,0.0,0.94,0.55,0.58,0.38,0.07,1.6,1.22,0.28,0.45,0.0,0.23,0.7,0.32,0.0,0
33,33,0.63,0.0,0.0,0.89,0.34,0.37,0.29,0.02,1.38,1.07,0.22,0.63,0.0,0.4,0.48,0.59,0.0,0
34,34,0.29,0.0,0.0,0.57,0.07,0.1,0.21,0.0,1.23,0.78,0.22,0.75,0.0,0.48,0.35,0.88,0.0,0
35,35,0.09,0.0,0.0,0.41,0.05,0.06,0.04,0.0,1.43,0.95,0.17,0.34,0.0,0.25,0.43,0.68,0.0,0
36,36,0.0,0.0,0.0,0.46,0.0,0.0,0.08,0.0,1.52,1.02,0.31,0.16,0.0,0.07,0.54,0.42,0.0,0
37,37,0.0,0.0,0.0,0.54,0.0,0.0,0.13,0.0,1.59,1.21,0.44,0.04,0.0,0.0,0.56,0.13,0.0,0
38,38,0.0,0.0,0.0,0.56,0.0,0.0,0.14,0.0,1.68,1.15,0.38,0.0,0.0,0.0,0.66,0.0,0.0,0
39,39,0.0,0.0,0.0,0.34,0.03,0.0,0.18,0.09,1.75,1.07,0.27,0.0,0.0,0.0,0.81,0.07,0.0,0
40,40,0.0,0.0,0.0,0.16,0.06,0.0,0.2,0.17,1.83,0.95,0.14,0.0,0.0,0.0,0.89,0.07,0.0,0
41,41,0.0,0.0,0.0,0.05,0.09,0.0,0.18,0.25,1.9,1.05,0.06,0.0,0.0,0.0,0.9,0.07,0.0,0
42,42,0.0,0.0,0.0,0.0,0.09,0.0,0.11,0.29,1.99,1.13,0.07,0.0,0.0,0.0,0.85,0.0,0.0,0
43,43,0.0,0.0,0.0,0.0,0.11,0.0,0.05,0.32,2.04,1.22,0.09,0.0,0.0,0.0,0.81,0.0,0.0,0
44,44,0.0,0.0,0.0,0.0,0.08,0.0,0.03,0.24,1.93,1.17,0.11,0.09,0.0,0.0,0.68,0.0,0.0,0
45,45,0.0,0.0,0.0,0.0,0.04,0.0,0.01,0.1,1.77,1.1,0.12,0.17,0.0,0.0,0.56,0.0,0.0,0
46,46,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,1.56,1.04,0.27,0.36,0.0,0.01,0.39,0.09,0.0,0
47,47,0.0,0.0,0.0,0.01,0.0,0.0,0.07,0.0,1.46,0.99,0.38,0.36,0.0,0.03,0.37,0.21,0.0,0
48,48,0.0,0.0,0.0,0.09,0.0,0.0,0.08,0.03,1.37,0.82,0.38,0.27,0.0,0.03,0.42,0.38,0.0,0
49,49,0.0,0.0,0.0,0.09,0.0,0.0,0.05,0.08,1.35,0.73,0.26,0.09,0.0,0.02,0.53,0.47,0.0,0
50,50,0.04,0.03,0.0,0.09,0.13,0.09,0.07,0.29,1.6,0.72,0.15,0.0,0.0,0.0,0.89,0.55,0.0,0
51,51,0.04,0.03,0.0,0.01,0.29,0.12,0.1,0.45,1.84,0.8,0.12,0.0,0.0,0.0,1.12,0.57,0.0,0
52,52,0.04,0.03,0.0,0.0,0.49,0.22,0.14,0.61,2.11,0.85,0.11,0.0,0.0,0.0,1.27,0.45,0.0,0
53,53,0.0,0.0,0.0,0.0,0.56,0.22,0.12,0.62,2.14,0.84,0.1,0.0,0.0,0.0,1.14,0.31,0.0,0
54,54,0.0,0.0,0.0,0.0,0.61,0.19,0.13,0.69,2.17,0.96,0.13,0.02,0.0,0.0,1.02,0.24,0.0,0
55,55,0.0,0.0,0.0,0.0,0.63,0.23,0.15,0.73,2.2,1.04,0.1,0.02,0.0,0.0,0.95,0.22,0.0,0
56,56,0.03,0.0,0.0,0.0,0.7,0.28,0.21,0.8,2.25,1.18,0.14,0.02,0.0,0.0,0.85,0.17,0.0,0
57,57,0.04,0.0,0.0,0.0,0.8,0.53,0.26,0.82,2.36,1.25,0.11,0.0,0.0,0.0,0.79,0.12,0.0,0
58,58,0.04,0.0,0.0,0.0,0.88,0.64,0.29,0.81,2.42,1.29,0.12,0.0,0.0,0.0,0.8,0.14,0.0,0
59,59,0.02,0.0,0.0,0.0,0.9,0.71,0.28,0.74,2.45,1.29,0.09,0.0,0.0,0.0,0.89,0.2,0.0,0
60,60,0.0,0.0,0.0,0.0,0.88,0.67,0.26,0.72,2.43,1.29,0.08,0.0,0.0,0.0,0.98,0.21,0.0,0
61,61,0.0,0.0,0.0,0.0,0.84,0.63,0.24,0.71,2.42,1.29,0.08,0.0,0.0,0.0,1.06,0.21,0.0,0
62,62,0.0,0.0,0.0,0.0,0.83,0.7,0.25,0.75,2.41,1.29,0.08,0.0,0.0,0.0,1.1,0.2,0.0,0
63,63,0.06,0.04,0.0,0.0,0.77,0.49,0.17,0.8,2.48,1.38,0.1,0.0,0.0,0.0,1.06,0.13,0.73,0
64,64,0.14,0.05,0.0,0.0,0.7,0.27,0.09,0.86,2.57,1.46,0.09,0.0,0.0,0.0,1.08,0.06,1.5,0
65,65,0.14,0.05,0.0,0.0,0.62,0.0,0.0,0.91,2.65,1.49,0.19,0.0,0.0,0.0,1.09,0.0,2.17,0
66,66,0.07,0.02,0.0,0.0,0.59,0.0,0.0,0.86,2.64,1.48,0.21,0.0,0.0,0.0,1.09,0.0,2.11,0
67,67,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.81,2.61,1.4,0.21,0.0,0.0,0.0,1.0,0.0,1.93,0
68,68,0.0,0.0,0.0,0.0,0.6,0.0,0.01,0.74,2.59,1.31,0.11,0.0,0.0,0.0,0.91,0.0,1.82,0
69,69,0.0,0.0,0.0,0.0,0.62,0.0,0.01,0.71,2.62,1.21,0.16,0.0,0.0,0.0,0.87,0.0,1.58,0
70,70,0.0,0.0,0.0,0.0,0.58,0.0,0.01,0.65,2.64,1.19,0.23,0.01,0.0,0.0,0.85,0.0,1.42,0
71,71,0.0,0.0,0.0,0.0,0.51,0.0,0.02,0.6,2.63,1.16,0.22,0.05,0.0,0.0,0.82,0.01,1.33,0
72,72,0.0,0.0,0.0,0.0,0.36,0.0,0.02,0.54,2.51,1.04,0.18,0.18,0.0,0.0,0.69,0.12,1.34,0
73,73,0.0,0.0,0.0,0.0,0.19,0.0,0.02,0.34,2.2,0.99,0.11,0.41,0.0,0.0,0.42,0.2,1.2,0
74,74,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.14,1.85,0.78,0.12,0.52,0.0,0.0,0.15,0.31,1.1,0
75,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.64,0.13,0.54,0.0,0.0,0.0,0.39,1.05,0
76,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.5,0.16,0.41,0.0,0.0,0.0,0.37,1.05,0
77,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.57,0.23,0.33,0.0,0.0,0.08,0.34,0.91,0
78,78,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,1.85,0.67,0.22,0.22,0.0,0.0,0.17,0.14,0.82,0
79,79,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,1.97,0.72,0.24,0.15,0.0,0.0,0.27,0.08,0.79,0
80,80,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,2.09,0.76,0.25,0.14,0.0,0.0,0.36,0.0,0.83,0
81,81,0.0,0.0,0.0,0.0,0.04,0.0,0.07,0.25,2.23,0.84,0.25,0.22,0.0,0.0,0.34,0.0,0.83,0
82,82,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.42,2.36,0.9,0.22,0.19,0.0,0.0,0.42,0.05,0.82,0
83,83,0.0,0.0,0.0,0.0,0.15,0.0,0.17,0.53,2.44,0.94,0.17,0.16,0.0,0.0,0.48,0.06,0.85,0
84,84,0.0,0.0,0.0,0.0,0.15,0.0,0.18,0.59,2.4,0.77,0.14,0.05,0.0,0.0,0.64,0.29,0.75,0
85,85,0.0,0.0,0.0,0.0,0.09,0.0,0.14,0.56,2.27,0.69,0.17,0.03,0.0,0.0,0.72,0.59,0.76,0
86,86,0.0,0.0,0.0,0.0,0.04,0.0,0.08,0.45,2.09,0.6,0.23,0.0,0.0,0.0,0.78,0.86,0.73,0
87,87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.23,1.84,0.61,0.26,0.11,0.0,0.0,0.65,0.85,0.6,0
88,88,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.07,1.64,0.5,0.28,0.2,0.0,0.0,0.49,0.68,0.34,0
89,89,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.01,1.47,0.43,0.2,0.28,0.0,0.0,0.24,0.58,0.08,0
90,90,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.01,1.4,0.43,0.18,0.26,0.0,0.0,0.18,0.54,0.0,0
91,91,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.35,0.42,0.1,0.24,0.0,0.0,0.16,0.53,0.0,0
92,92,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,1.37,0.42,0.06,0.21,0.0,0.0,0.22,0.51,0.0,0
93,93,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.29,0.48,0.02,0.22,0.0,0.0,0.17,0.63,0.0,0
94,94,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,1.24,0.56,0.03,0.24,0.0,0.0,0.1,0.76,0.0,0
95,95,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,1.11,0.62,0.03,0.36,0.0,0.0,0.0,0.93,0.0,0
