,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,0.0,0.0,0.0,0.0,0.45,1.99,0.0,0.0,0.09,0.25,0.0,0.58,0.0,0.01,0.0,0.0,0.0,0
1,1,0.0,0.0,0.0,0.0,0.4,1.98,0.0,0.0,0.11,0.18,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0
2,2,0.0,0.0,0.0,0.0,0.37,2.09,0.0,0.0,0.15,0.12,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0
3,3,0.0,0.0,0.0,0.0,0.34,2.2,0.0,0.0,0.17,0.2,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0
4,4,0.0,0.0,0.0,0.0,0.29,2.2,0.0,0.0,0.16,0.27,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0
5,5,0.0,0.0,0.0,0.0,0.26,2.17,0.0,0.0,0.17,0.45,0.0,0.25,0.0,0.0,0.0,0.16,0.0,0
6,6,0.0,0.0,0.0,0.0,0.24,2.18,0.0,0.0,0.22,0.58,0.0,0.56,0.0,0.0,0.0,0.27,0.0,0
7,7,0.0,0.0,0.0,0.0,0.27,2.31,0.0,0.0,0.34,0.54,0.0,0.61,0.0,0.0,0.0,0.47,0.0,0
8,8,0.0,0.0,0.0,0.0,0.19,2.23,0.0,0.0,0.25,0.36,0.0,0.58,0.0,0.0,0.08,1.0,0.0,0
9,9,0.0,0.0,0.0,0.0,0.16,2.15,0.0,0.0,0.26,0.12,0.0,0.38,0.0,0.0,0.25,1.57,0.0,0
10,10,0.0,0.0,0.0,0.0,0.1,2.01,0.0,0.0,0.2,0.03,0.0,0.29,0.0,0.0,0.34,1.92,0.0,0
11,11,0.0,0.0,0.0,0.0,0.13,2.11,0.0,0.0,0.32,0.01,0.0,0.32,0.0,0.0,0.26,1.8,0.0,0
12,12,0.0,0.0,0.0,0.0,0.16,2.23,0.0,0.0,0.36,0.0,0.0,0.34,0.0,0.0,0.09,1.3,0.0,0
13,13,0.0,0.0,0.0,0.0,0.19,2.35,0.0,0.0,0.41,0.0,0.0,0.42,0.0,0.0,0.0,0.85,0.0,0
14,14,0.0,0.0,0.0,0.0,0.25,2.26,0.0,0.0,0.46,0.0,0.0,0.41,0.0,0.0,0.0,0.57,0.0,0
15,15,0.0,0.0,0.0,0.0,0.29,2.18,0.0,0.0,0.46,0.01,0.0,0.49,0.0,0.0,0.0,0.52,0.0,0
16,16,0.0,0.0,0.0,0.0,0.33,2.09,0.0,0.0,0.47,0.02,0.0,0.59,0.0,0.0,0.0,0.46,0.0,0
17,17,0.0,0.0,0.0,0.0,0.34,2.15,0.0,0.0,0.47,0.03,0.0,0.6,0.0,0.0,0.0,0.46,0.0,0
