,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.31,0.0,0.0,0.26,0.0,0.0,0.85,0.82,0.0,0
1,1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.05,0.35,0.0,0.0,0.23,0.0,0.0,0.85,1.03,0.0,0
2,2,0.03,0.0,0.02,0.0,0.0,0.0,0.0,1.15,0.37,0.05,0.0,0.3,0.02,0.0,0.91,1.32,0.0,0
3,3,0.25,0.0,0.02,0.0,0.0,0.08,0.01,1.23,0.41,0.24,0.0,0.46,0.12,0.0,0.96,1.61,0.76,0
4,4,0.52,0.0,0.1,0.0,0.0,0.08,0.01,1.26,0.44,0.47,0.0,0.59,0.22,0.0,0.98,1.91,1.68,0
5,5,0.79,0.0,0.19,0.0,0.0,0.08,0.02,1.24,0.47,0.66,0.0,0.65,0.32,0.0,0.95,2.08,2.61,0
6,6,0.8,0.0,0.29,0.0,0.0,0.14,0.03,1.15,0.46,0.69,0.0,0.74,0.26,0.0,0.97,2.32,2.61,0
7,7,0.75,0.0,0.33,0.0,0.03,0.43,0.02,1.1,0.44,0.5,0.0,0.79,0.16,0.0,1.08,2.46,2.16,0
8,8,0.84,0.01,0.35,0.0,0.03,0.43,0.02,1.06,0.43,0.29,0.0,0.88,0.04,0.0,1.13,2.39,1.22,0
9,9,0.9,0.11,0.22,0.0,0.03,0.28,0.0,1.01,0.37,0.06,0.0,0.88,0.06,0.0,0.84,1.88,0.47,0
10,10,0.97,0.29,0.11,0.0,0.0,0.0,0.0,0.77,0.34,0.03,0.05,0.8,0.12,0.0,0.41,1.14,0.0,0
11,11,0.89,0.47,0.0,0.0,0.0,0.0,0.0,0.45,0.29,0.0,0.14,0.62,0.21,0.0,0.04,0.58,0.0,0
12,12,0.9,0.56,0.0,0.0,0.0,0.0,0.0,0.24,0.28,0.0,0.22,0.49,0.26,0.0,0.0,0.33,0.0,0
13,13,0.94,0.41,0.0,0.09,0.0,0.0,0.0,0.29,0.29,0.0,0.17,0.29,0.19,0.0,0.13,0.37,0.0,0
14,14,1.03,0.32,0.0,0.2,0.0,0.0,0.0,0.32,0.33,0.0,0.08,0.15,0.11,0.0,0.28,0.7,0.0,0
15,15,1.11,0.17,0.0,0.2,0.0,0.0,0.0,0.38,0.37,0.0,0.0,0.0,0.0,0.0,0.41,1.13,0.0,0
