,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,1.79,0.65,0.42,0.31,0.95,0.0,0.25,0.52,0.59,0.0,0
1,1,0.0,0.0,0.01,0.0,0.15,0.08,0.0,1.75,0.7,0.41,0.22,0.82,0.0,0.15,0.55,0.58,0.0,0
2,2,0.0,0.0,0.01,0.0,0.13,0.08,0.0,1.72,0.7,0.5,0.11,0.81,0.0,0.13,0.49,0.58,0.0,0
3,3,0.0,0.0,0.04,0.0,0.08,0.03,0.0,1.74,0.7,0.5,0.12,0.87,0.0,0.11,0.4,0.44,0.0,0
4,4,0.0,0.0,0.04,0.0,0.08,0.08,0.0,1.82,0.71,0.65,0.07,0.97,0.0,0.08,0.35,0.53,0.0,0
5,5,0.0,0.0,0.04,0.0,0.15,0.2,0.0,1.88,0.75,0.64,0.15,0.97,0.07,0.04,0.37,0.48,0.0,0
6,6,0.0,0.0,0.02,0.0,0.21,0.28,0.0,1.87,0.75,0.66,0.1,0.87,0.12,0.02,0.47,0.46,0.0,0
7,7,0.0,0.0,0.03,0.0,0.26,0.38,0.0,1.88,0.76,0.52,0.12,0.73,0.12,0.01,0.54,0.42,0.0,0
8,8,0.0,0.0,0.06,0.0,0.29,0.4,0.0,1.89,0.79,0.45,0.04,0.56,0.05,0.0,0.61,0.45,0.0,0
9,9,0.0,0.0,0.05,0.0,0.31,0.55,0.0,1.91,0.83,0.46,0.09,0.47,0.0,0.0,0.73,0.53,0.0,0
10,10,0.0,0.0,0.05,0.0,0.31,0.78,0.0,1.91,0.89,0.5,0.09,0.27,0.0,0.0,0.87,0.68,0.0,0
11,11,0.0,0.0,0.05,0.0,0.27,0.99,0.0,1.91,0.92,0.49,0.17,0.17,0.0,0.0,1.09,0.92,0.0,0
12,12,0.0,0.0,0.09,0.0,0.28,1.11,0.0,1.93,0.96,0.51,0.12,0.03,0.0,0.0,1.31,1.15,0.0,0
13,13,0.0,0.0,0.18,0.0,0.31,1.04,0.0,2.0,0.97,0.6,0.11,0.06,0.0,0.0,1.39,1.28,0.0,0
14,14,0.0,0.0,0.22,0.0,0.35,1.01,0.0,2.06,0.98,0.76,0.08,0.04,0.0,0.0,1.36,1.29,0.0,0
15,15,0.0,0.0,0.26,0.0,0.34,0.97,0.0,2.07,0.97,0.83,0.12,0.05,0.0,0.0,1.23,1.28,0.0,0
16,16,0.0,0.0,0.21,0.0,0.31,0.99,0.0,2.09,0.97,0.9,0.13,0.07,0.0,0.0,1.19,1.25,0.0,0
17,17,0.0,0.0,0.2,0.0,0.33,0.88,0.0,2.08,0.98,0.93,0.08,0.11,0.0,0.0,1.23,1.24,0.0,0
18,18,0.0,0.0,0.2,0.0,0.33,0.88,0.0,2.06,0.96,0.94,0.11,0.12,0.0,0.0,1.29,1.26,0.0,0
19,19,0.0,0.0,0.23,0.0,0.32,0.87,0.0,2.04,0.98,0.9,0.16,0.11,0.0,0.0,1.45,1.28,0.0,0
20,20,0.0,0.0,0.29,0.0,0.33,0.9,0.0,2.02,0.97,0.75,0.2,0.06,0.0,0.0,1.45,1.18,0.0,0
21,21,0.0,0.0,0.24,0.0,0.38,0.92,0.0,1.96,0.97,0.64,0.17,0.19,0.0,0.0,1.29,0.99,0.0,0
22,22,0.0,0.0,0.27,0.0,0.51,0.91,0.0,1.87,0.89,0.65,0.15,0.36,0.06,0.0,0.95,0.77,0.0,0
23,23,0.0,0.0,0.31,0.0,0.57,0.83,0.0,1.84,0.8,0.84,0.11,0.73,0.09,0.0,0.68,0.63,0.0,0
24,24,0.0,0.0,0.37,0.0,0.59,0.58,0.0,1.87,0.75,0.93,0.15,0.93,0.2,0.0,0.45,0.45,0.0,0
25,25,0.0,0.0,0.33,0.0,0.58,0.39,0.0,1.96,0.74,0.94,0.2,1.06,0.22,0.0,0.3,0.35,0.0,0
26,26,0.0,0.0,0.25,0.08,0.58,0.53,0.0,1.96,0.74,0.82,0.24,1.03,0.32,0.0,0.15,0.26,0.0,0
27,27,0.0,0.0,0.23,0.08,0.6,0.6,0.0,1.96,0.73,0.8,0.14,0.99,0.36,0.0,0.09,0.29,0.0,0
28,28,0.0,0.0,0.23,0.08,0.58,0.89,0.0,1.94,0.76,0.72,0.14,0.9,0.3,0.0,0.11,0.46,0.0,0
29,29,0.0,0.0,0.25,0.01,0.55,0.91,0.0,1.86,0.78,0.73,0.11,0.92,0.16,0.0,0.09,0.52,0.0,0
30,30,0.0,0.0,0.2,0.0,0.46,0.98,0.0,1.8,0.79,0.77,0.11,0.95,0.02,0.03,0.08,0.66,0.0,0
31,31,0.0,0.0,0.17,0.0,0.41,0.86,0.0,1.65,0.76,0.79,0.0,1.06,0.0,0.03,0.0,0.48,0.0,0
32,32,0.0,0.0,0.1,0.01,0.35,0.83,0.0,1.61,0.77,0.78,0.0,1.06,0.0,0.05,0.0,0.43,0.0,0
