,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,0.0,1.09,0.97,0.0,0.71,0.45,1.03,0.82,0.0,0.41,0.0,0.36,0.0,0.67,1.2,0.41,0.1,0
1,1,0.0,1.39,1.02,0.0,0.69,0.24,1.15,0.9,0.0,0.23,0.0,0.42,0.0,0.6,1.31,0.43,0.03,0
2,2,0.0,1.53,1.06,0.0,0.68,0.15,1.2,0.96,0.0,0.12,0.0,0.45,0.0,0.56,1.34,0.4,0.0,0
3,3,0.01,1.5,1.07,0.0,0.68,0.18,1.21,1.0,0.0,0.1,0.0,0.47,0.0,0.56,1.32,0.36,0.0,0
4,4,0.33,1.84,1.22,0.0,0.67,0.37,1.03,1.13,0.0,0.19,0.0,0.4,0.1,0.42,1.14,0.25,0.0,0
5,5,0.37,1.91,1.22,0.0,0.67,0.49,0.99,1.17,0.0,0.36,0.0,0.49,0.12,0.35,0.94,0.25,0.0,0
6,6,0.54,2.0,1.18,0.0,0.59,0.44,0.93,1.21,0.0,0.54,0.0,0.59,0.13,0.2,0.75,0.14,0.05,0
7,7,0.21,1.55,1.0,0.0,0.48,0.2,0.97,1.15,0.0,0.51,0.0,0.71,0.09,0.21,0.67,0.12,0.05,0
8,8,0.18,1.35,1.03,0.0,0.35,0.02,0.8,1.19,0.0,0.46,0.0,0.56,0.08,0.12,0.84,0.02,0.22,0
9,9,0.0,1.09,1.18,0.0,0.22,0.05,0.6,1.25,0.0,0.31,0.0,0.44,0.07,0.1,1.1,0.08,0.26,0
10,10,0.0,0.94,1.17,0.0,0.12,0.22,0.44,1.17,0.0,0.36,0.0,0.4,0.0,0.17,1.32,0.15,0.31,0
11,11,0.0,0.64,1.01,0.0,0.03,0.42,0.25,1.03,0.0,0.34,0.0,0.6,0.0,0.33,1.24,0.25,0.13,0
12,12,0.0,0.31,0.78,0.0,0.0,0.38,0.11,0.81,0.0,0.43,0.0,0.9,0.0,0.51,0.91,0.32,0.04,0
13,13,0.0,0.06,0.55,0.0,0.0,0.28,0.0,0.7,0.0,0.35,0.1,1.14,0.0,0.53,0.68,0.42,0.11,0
14,14,0.0,0.0,0.49,0.0,0.0,0.1,0.0,0.67,0.0,0.28,0.21,1.33,0.0,0.43,0.44,0.34,0.16,0
15,15,0.0,0.03,0.43,0.0,0.0,0.17,0.0,0.62,0.0,0.15,0.3,1.35,0.0,0.31,0.34,0.23,0.26,0
16,16,0.0,0.03,0.49,0.0,0.0,0.15,0.0,0.6,0.0,0.08,0.2,1.26,0.02,0.17,0.69,0.26,0.16,0
17,17,0.0,0.03,0.47,0.0,0.0,0.15,0.0,0.54,0.0,0.03,0.1,1.12,0.03,0.09,1.1,0.5,0.14,0
18,18,0.0,0.0,0.46,0.0,0.0,0.21,0.0,0.41,0.0,0.01,0.01,0.74,0.03,0.0,1.62,0.91,0.1,0
19,19,0.0,0.0,0.5,0.0,0.0,0.17,0.0,0.29,0.0,0.01,0.01,0.51,0.0,0.0,1.61,1.05,0.17,0
20,20,0.0,0.0,0.55,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.25,0.06,0.0,1.69,1.19,0.18,0
21,21,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.21,0.0,0.07,0.0,0.43,0.18,0.0,1.34,0.99,0.34,0
22,22,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.3,0.0,0.29,0.0,0.74,0.18,0.0,0.84,0.84,0.49,0
23,23,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.36,0.0,0.51,0.0,1.04,0.14,0.05,0.27,0.58,0.76,0
24,24,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.4,0.0,0.75,0.02,1.19,0.02,0.12,0.0,0.56,0.77,0
25,25,0.0,0.0,0.14,0.0,0.0,0.06,0.0,0.39,0.0,0.85,0.02,1.17,0.03,0.12,0.05,0.6,0.72,0
26,26,0.0,0.0,0.15,0.0,0.0,0.08,0.0,0.44,0.0,0.98,0.02,1.21,0.01,0.09,0.08,0.59,0.5,0
27,27,0.0,0.0,0.15,0.0,0.0,0.23,0.0,0.49,0.0,0.99,0.01,1.23,0.02,0.02,0.16,0.4,0.48,0
28,28,0.0,0.0,0.14,0.0,0.0,0.21,0.0,0.58,0.0,1.03,0.01,1.19,0.01,0.02,0.2,0.26,0.43,0
29,29,0.0,0.0,0.23,0.0,0.0,0.39,0.0,0.57,0.0,0.93,0.01,1.14,0.01,0.01,0.32,0.26,0.49,0
30,30,0.0,0.0,0.37,0.0,0.04,0.55,0.0,0.61,0.0,0.91,0.0,1.02,0.0,0.05,0.32,0.29,0.45,0
31,31,0.0,0.0,0.41,0.0,0.04,0.69,0.0,0.59,0.0,0.85,0.0,1.01,0.0,0.13,0.34,0.24,0.48,0
32,32,0.0,0.0,0.42,0.0,0.04,0.69,0.0,0.61,0.0,0.93,0.0,1.03,0.0,0.19,0.28,0.13,0.44,0
33,33,0.0,0.0,0.38,0.0,0.04,0.66,0.0,0.55,0.0,0.97,0.0,1.18,0.0,0.39,0.24,0.16,0.3,0
