,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,0.0,0.0,0.0,0.0,0.11,0.97,0.42,1.32,0.0,0.04,0.32,0.0,0.0,0.0,0.08,0.0,0.38,0
1,1,0.0,0.0,0.0,0.0,0.08,0.94,0.29,1.2,0.0,0.05,0.37,0.0,0.0,0.0,0.03,0.0,0.34,0
2,2,0.0,0.0,0.0,0.0,0.08,0.88,0.21,1.17,0.0,0.04,0.43,0.0,0.0,0.0,0.0,0.0,0.28,0
3,3,0.0,0.0,0.0,0.0,0.09,0.93,0.14,1.18,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.28,0
4,4,0.0,0.0,0.0,0.0,0.17,1.03,0.1,1.26,0.0,0.0,0.5,0.02,0.0,0.01,0.16,0.03,0.34,0
5,5,0.0,0.0,0.01,0.0,0.25,1.18,0.16,1.31,0.0,0.0,0.52,0.02,0.0,0.01,0.32,0.04,0.38,0
6,6,0.0,0.0,0.01,0.0,0.33,1.22,0.24,1.46,0.0,0.05,0.49,0.04,0.0,0.01,0.58,0.04,0.53,0
7,7,0.0,0.0,0.01,0.0,0.32,1.09,0.3,1.51,0.0,0.13,0.47,0.04,0.0,0.0,0.69,0.01,0.61,0
8,8,0.0,0.0,0.0,0.0,0.32,0.94,0.36,1.61,0.0,0.3,0.47,0.04,0.0,0.0,0.81,0.0,0.74,0
9,9,0.0,0.0,0.0,0.0,0.31,0.76,0.41,1.62,0.0,0.36,0.38,0.03,0.0,0.0,0.86,0.0,0.8,0
10,10,0.0,0.0,0.0,0.0,0.3,0.47,0.43,1.68,0.0,0.46,0.36,0.0,0.0,0.0,0.95,0.0,0.91,0
11,11,0.0,0.0,0.0,0.0,0.28,0.34,0.42,1.69,0.0,0.43,0.2,0.0,0.0,0.0,1.09,0.0,1.01,0
12,12,0.0,0.0,0.0,0.0,0.24,0.37,0.37,1.66,0.0,0.48,0.11,0.0,0.0,0.0,1.14,0.0,1.11,0
13,13,0.0,0.14,0.0,0.0,0.16,0.51,0.36,1.64,0.0,0.49,0.01,0.0,0.0,0.0,1.07,0.0,1.12,0
14,14,0.46,0.63,0.0,0.0,0.07,0.37,0.2,1.63,0.14,0.72,0.0,0.0,0.0,0.0,0.84,0.0,1.34,0
15,15,1.0,1.19,0.0,0.0,0.02,0.21,0.1,1.72,0.32,0.85,0.0,0.0,0.0,0.0,0.66,0.0,1.37,0
16,16,1.47,1.44,0.0,0.0,0.16,0.2,0.0,1.82,0.45,0.96,0.04,0.0,0.0,0.0,0.67,0.06,1.32,0
17,17,1.38,1.16,0.07,0.0,0.22,0.5,0.0,1.82,0.41,0.82,0.24,0.0,0.0,0.0,0.66,0.3,0.87,0
18,18,1.18,0.68,0.2,0.0,0.22,0.49,0.0,1.62,0.29,0.65,0.24,0.02,0.0,0.0,0.7,0.54,0.53,0
19,19,0.9,0.29,0.41,0.0,0.08,0.49,0.01,1.46,0.22,0.45,0.25,0.05,0.0,0.0,0.69,0.8,0.2,0
20,20,0.69,0.08,0.67,0.0,0.01,0.36,0.01,1.35,0.17,0.38,0.05,0.15,0.0,0.0,0.86,0.92,0.1,0
21,21,0.53,0.0,0.8,0.0,0.0,0.42,0.01,1.37,0.21,0.33,0.05,0.32,0.0,0.0,0.8,0.94,0.01,0
22,22,0.52,0.0,0.83,0.0,0.0,0.28,0.0,1.46,0.22,0.33,0.02,0.97,0.0,0.0,0.52,0.78,0.01,0
23,23,0.55,0.0,0.76,0.0,0.0,0.11,0.0,1.61,0.25,0.32,0.03,1.72,0.0,0.12,0.18,0.53,0.11,0
24,24,0.52,0.0,0.78,0.0,0.05,0.07,0.0,1.79,0.26,0.35,0.08,2.3,0.0,0.24,0.0,0.42,0.17,0
