,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,1.26,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.08,0.03,0.0,0.39,0.0,1.46,fake
1,1.09,0.0,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.58,0.06,0.22,0.0,0.61,0.05,1.56,fake
2,1.03,0.0,0.03,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.71,0.09,0.21,0.0,0.61,0.05,1.53,fake
3,1.03,0.0,0.03,0.0,0.0,0.07,0.0,0.0,0.0,0.01,0.68,0.12,0.14,0.0,0.5,0.0,1.48,fake
4,1.04,0.0,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.71,0.1,0.16,0.0,0.36,0.0,1.44,fake
5,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.63,0.05,0.27,0.0,0.34,0.0,1.53,fake
6,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.69,0.02,0.28,0.0,0.42,0.0,1.58,fake
7,1.23,0.0,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.6,0.0,0.22,0.0,0.54,0.0,1.64,fake
8,1.12,0.0,0.01,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.59,0.02,0.17,0.0,0.66,0.0,1.64,fake
9,1.01,0.0,0.08,0.0,0.0,0.06,0.0,0.02,0.0,0.0,0.56,0.02,0.25,0.0,0.62,0.07,1.61,fake
10,0.99,0.0,0.29,0.0,0.02,0.16,0.0,0.07,0.0,0.0,0.6,0.08,0.2,0.0,0.65,0.26,1.48,fake
11,0.86,0.0,0.47,0.0,0.03,0.34,0.0,0.1,0.0,0.0,0.59,0.15,0.15,0.0,0.57,0.49,1.4,fake
12,0.76,0.0,0.61,0.0,0.04,0.6,0.02,0.15,0.0,0.01,0.6,0.29,0.01,0.0,0.5,0.75,1.31,fake
13,0.68,0.0,0.67,0.0,0.05,0.72,0.02,0.2,0.0,0.01,0.67,0.39,0.0,0.0,0.41,0.84,1.31,fake
14,0.7,0.0,0.73,0.0,0.07,0.86,0.04,0.27,0.0,0.01,0.71,0.43,0.0,0.0,0.43,0.9,1.28,fake
