,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0.0,0.27,0.0,0.0,0.32,1.1,0.07,0.0,0.0,0.25,0.0,0.21,0.0,0.0,1.24,0.51,0.07,fake
1,0.0,0.09,0.0,0.0,0.23,1.05,0.02,0.0,0.0,0.09,0.0,0.15,0.0,0.0,1.01,0.58,0.02,fake
2,0.0,0.0,0.0,0.0,0.14,1.15,0.0,0.0,0.0,0.01,0.0,0.19,0.0,0.0,0.79,0.58,0.18,fake
3,0.0,0.0,0.0,0.0,0.08,1.22,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.61,0.34,0.23,fake
4,0.0,0.0,0.0,0.0,0.07,1.32,0.0,0.0,0.0,0.0,0.0,0.37,0.03,0.0,0.54,0.17,0.29,fake
5,0.0,0.0,0.0,0.0,0.1,1.29,0.0,0.0,0.0,0.0,0.0,0.4,0.06,0.0,0.52,0.0,0.18,fake
6,0.0,0.0,0.0,0.0,0.13,1.33,0.0,0.0,0.0,0.0,0.0,0.41,0.16,0.0,0.54,0.0,0.13,fake
7,0.0,0.0,0.0,0.0,0.17,1.3,0.0,0.0,0.0,0.0,0.0,0.39,0.2,0.0,0.47,0.04,0.07,fake
8,0.0,0.0,0.0,0.0,0.21,1.22,0.0,0.0,0.0,0.0,0.0,0.3,0.18,0.0,0.44,0.05,0.0,fake
9,0.0,0.0,0.0,0.0,0.19,1.1,0.0,0.0,0.0,0.0,0.0,0.27,0.16,0.0,0.31,0.1,0.0,fake
10,0.0,0.0,0.0,0.0,0.14,0.94,0.0,0.0,0.01,0.0,0.0,0.23,0.09,0.0,0.32,0.24,0.0,fake
11,0.0,0.0,0.0,0.0,0.13,0.89,0.0,0.0,0.0,0.0,0.0,0.18,0.09,0.0,0.45,0.56,0.0,fake
12,0.0,0.0,0.0,0.0,0.12,0.8,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.0,0.73,0.9,0.0,fake
13,0.0,0.0,0.0,0.0,0.11,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.89,1.11,0.0,fake
14,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.86,1.01,0.0,fake
15,0.0,0.0,0.0,0.0,0.12,0.68,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.0,fake
16,0.0,0.0,0.0,0.0,0.13,0.62,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.52,0.54,0.0,fake
17,0.0,0.0,0.0,0.0,0.12,0.69,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.29,0.37,0.0,fake
18,0.0,0.0,0.0,0.0,0.11,0.69,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.16,0.29,0.0,fake
19,0.0,0.0,0.0,0.0,0.07,0.62,0.0,0.0,0.03,0.0,0.07,0.0,0.0,0.0,0.04,0.21,0.0,fake
20,0.0,0.0,0.0,0.0,0.05,0.59,0.0,0.0,0.02,0.0,0.07,0.0,0.0,0.0,0.03,0.16,0.0,fake
21,0.0,0.0,0.0,0.0,0.05,0.56,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.03,0.07,0.0,fake
22,0.0,0.0,0.0,0.0,0.07,0.53,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.14,fake
23,0.0,0.0,0.0,0.01,0.13,0.41,0.0,0.0,0.08,0.06,0.0,0.0,0.0,0.0,0.08,0.05,0.44,fake
24,0.0,0.0,0.0,0.01,0.21,0.4,0.0,0.0,0.1,0.08,0.0,0.0,0.0,0.0,0.21,0.19,0.83,fake
25,0.0,0.0,0.0,0.01,0.28,0.45,0.0,0.0,0.08,0.13,0.0,0.0,0.0,0.0,0.38,0.33,1.07,fake
26,0.0,0.0,0.0,0.0,0.44,0.72,0.0,0.0,0.03,0.16,0.0,0.0,0.0,0.0,0.65,0.59,0.96,fake
27,0.0,0.0,0.0,0.0,0.46,0.96,0.0,0.0,0.01,0.18,0.0,0.0,0.0,0.0,0.8,0.69,0.8,fake
28,0.0,0.0,0.0,0.0,0.45,1.18,0.06,0.0,0.0,0.17,0.0,0.02,0.0,0.0,0.89,0.7,0.62,fake
29,0.0,0.1,0.0,0.0,0.23,1.28,0.15,0.0,0.0,0.07,0.01,0.15,0.0,0.0,0.77,0.49,0.66,fake
30,0.14,0.23,0.0,0.0,0.09,1.31,0.26,0.0,0.0,0.12,0.1,0.34,0.0,0.0,0.52,0.27,0.65,fake
31,0.22,0.3,0.0,0.0,0.01,1.33,0.22,0.0,0.0,0.08,0.14,0.52,0.0,0.0,0.28,0.2,0.51,fake
32,0.5,0.33,0.0,0.0,0.0,1.26,0.28,0.0,0.0,0.08,0.2,0.59,0.06,0.0,0.13,0.11,0.39,fake
33,0.55,0.24,0.0,0.0,0.0,1.21,0.21,0.0,0.0,0.0,0.14,0.62,0.1,0.0,0.07,0.08,0.24,fake
34,0.58,0.17,0.0,0.03,0.0,1.05,0.19,0.0,0.0,0.0,0.22,0.6,0.13,0.0,0.09,0.07,0.24,fake
35,0.38,0.04,0.0,0.07,0.0,1.05,0.04,0.0,0.0,0.0,0.27,0.54,0.07,0.0,0.16,0.13,0.19,fake
36,0.26,0.0,0.0,0.08,0.0,0.92,0.0,0.0,0.0,0.0,0.29,0.44,0.07,0.03,0.16,0.18,0.13,fake
37,0.21,0.0,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.0,0.16,0.37,0.09,0.05,0.09,0.2,0.07,fake
38,0.13,0.0,0.0,0.01,0.0,0.84,0.0,0.0,0.0,0.0,0.06,0.35,0.2,0.06,0.0,0.24,0.01,fake
39,0.09,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.05,0.36,0.25,0.03,0.01,0.27,0.0,fake
40,0.06,0.0,0.0,0.02,0.0,0.91,0.0,0.0,0.0,0.0,0.04,0.42,0.32,0.02,0.08,0.24,0.0,fake
41,0.13,0.0,0.0,0.02,0.0,1.01,0.0,0.0,0.0,0.0,0.05,0.41,0.32,0.0,0.27,0.15,0.0,fake
42,0.23,0.0,0.0,0.02,0.0,1.07,0.0,0.0,0.0,0.0,0.02,0.39,0.29,0.0,0.44,0.07,0.03,fake
43,0.33,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.1,0.55,0.4,0.02,0.37,0.0,0.03,fake
44,0.4,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.21,0.74,0.52,0.02,0.18,0.0,0.03,fake
45,0.42,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.3,0.93,0.73,0.04,0.0,0.0,0.0,fake
46,0.37,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.24,0.88,0.73,0.01,0.0,0.0,0.0,fake
47,0.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16,0.77,0.69,0.01,0.0,0.05,0.0,fake
48,0.32,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.17,0.66,0.55,0.0,0.18,0.08,0.0,fake
49,0.37,0.0,0.0,0.02,0.0,1.13,0.0,0.0,0.0,0.0,0.21,0.58,0.46,0.0,0.38,0.11,0.0,fake
50,0.27,0.0,0.0,0.02,0.0,1.11,0.0,0.0,0.0,0.0,0.28,0.55,0.34,0.0,0.48,0.05,0.0,fake
51,0.18,0.0,0.0,0.02,0.0,1.17,0.0,0.0,0.0,0.0,0.19,0.48,0.21,0.0,0.37,0.02,0.0,fake
52,0.04,0.0,0.0,0.07,0.0,1.23,0.0,0.0,0.0,0.0,0.13,0.4,0.06,0.0,0.19,0.0,0.0,fake
53,0.0,0.0,0.0,0.07,0.0,1.3,0.0,0.0,0.0,0.0,0.01,0.23,0.07,0.0,0.15,0.0,0.0,fake
54,0.0,0.0,0.0,0.07,0.04,1.17,0.0,0.0,0.0,0.0,0.0,0.18,0.2,0.0,0.09,0.0,0.0,fake
55,0.0,0.0,0.0,0.0,0.1,1.24,0.0,0.0,0.0,0.0,0.0,0.15,0.2,0.0,0.05,0.08,0.0,fake
56,0.0,0.0,0.0,0.0,0.17,1.25,0.0,0.0,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.13,0.0,fake
57,0.0,0.0,0.0,0.0,0.23,1.52,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.27,0.0,fake
58,0.0,0.0,0.0,0.0,0.16,1.31,0.0,0.0,0.0,0.0,0.0,0.4,0.01,0.0,0.0,0.39,0.0,fake
59,0.0,0.0,0.0,0.0,0.09,1.19,0.0,0.0,0.0,0.0,0.0,0.37,0.01,0.0,0.0,0.57,0.0,fake
60,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.31,0.01,0.0,0.0,0.69,0.0,fake
61,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.68,0.0,fake
62,0.0,0.0,0.0,0.06,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.63,0.0,fake
63,0.0,0.0,0.0,0.06,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.49,0.0,fake
64,0.0,0.0,0.0,0.06,0.01,0.72,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.41,0.0,fake
65,0.0,0.0,0.0,0.0,0.01,0.72,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.42,0.0,fake
66,0.0,0.0,0.0,0.0,0.02,0.66,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.56,0.0,fake
67,0.0,0.0,0.0,0.0,0.04,0.7,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.77,0.0,fake
68,0.0,0.0,0.0,0.0,0.04,0.65,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.78,0.0,fake
69,0.0,0.0,0.0,0.0,0.02,0.72,0.0,0.0,0.0,0.04,0.0,0.1,0.0,0.0,0.0,0.71,0.0,fake
70,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.07,0.0,0.17,0.0,0.0,0.0,0.59,0.0,fake
71,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.19,0.0,0.31,0.0,0.0,0.0,0.55,0.0,fake
72,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.04,0.0,0.3,0.03,0.45,0.0,0.0,0.0,0.57,0.0,fake
73,0.0,0.0,0.0,0.0,0.01,0.27,0.0,0.13,0.0,0.36,0.07,0.47,0.0,0.0,0.0,0.64,0.0,fake
74,0.0,0.0,0.0,0.0,0.03,0.36,0.0,0.17,0.0,0.4,0.14,0.51,0.0,0.0,0.0,0.79,0.0,fake
75,0.0,0.0,0.0,0.0,0.04,0.43,0.0,0.22,0.0,0.39,0.2,0.52,0.0,0.0,0.0,0.85,0.0,fake
76,0.0,0.0,0.0,0.0,0.05,0.46,0.03,0.21,0.0,0.45,0.28,0.6,0.0,0.0,0.0,0.81,0.0,fake
77,0.0,0.0,0.0,0.0,0.08,0.52,0.06,0.25,0.0,0.45,0.34,0.63,0.0,0.0,0.0,0.71,0.0,fake
78,0.0,0.0,0.0,0.21,0.07,0.36,0.06,0.22,0.0,0.46,0.28,0.65,0.0,0.0,0.0,0.63,0.3,fake
79,0.0,0.0,0.0,0.44,0.04,0.27,0.03,0.17,0.0,0.54,0.16,0.67,0.0,0.0,0.0,0.56,0.56,fake
80,0.0,0.0,0.0,0.58,0.0,0.06,0.0,0.1,0.0,0.55,0.03,0.61,0.0,0.0,0.0,0.43,0.74,fake
81,0.0,0.0,0.0,0.46,0.0,0.06,0.0,0.03,0.0,0.49,0.0,0.62,0.0,0.0,0.0,0.23,0.58,fake
82,0.0,0.0,0.0,0.33,0.01,0.03,0.0,0.0,0.0,0.41,0.0,0.58,0.0,0.0,0.0,0.09,0.47,fake
83,0.0,0.0,0.0,0.23,0.02,0.07,0.0,0.0,0.01,0.36,0.03,0.51,0.0,0.0,0.0,0.07,0.31,fake
84,0.0,0.0,0.0,0.14,0.02,0.25,0.0,0.0,0.01,0.27,0.03,0.3,0.0,0.0,0.0,0.11,0.3,fake
85,0.0,0.0,0.0,0.07,0.02,0.45,0.0,0.0,0.01,0.14,0.03,0.21,0.0,0.0,0.0,0.17,0.32,fake
86,0.0,0.0,0.0,0.02,0.01,0.65,0.0,0.0,0.0,0.03,0.0,0.43,0.0,0.0,0.0,0.23,0.43,fake
87,0.0,0.0,0.0,0.02,0.01,0.83,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.24,0.55,fake
88,0.0,0.0,0.0,0.0,0.05,0.97,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.24,0.65,fake
89,0.0,0.0,0.0,0.0,0.14,1.18,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.45,0.77,fake
90,0.0,0.0,0.0,0.0,0.23,1.29,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.64,0.83,fake
91,0.0,0.0,0.0,0.0,0.26,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.81,fake
