,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0.0,0.0,0.0,0.19,0.27,0.87,0.0,1.65,0.39,0.76,0.23,0.59,0.0,0.07,0.36,0.47,0.0,fake
1,0.08,0.0,0.1,0.1,0.35,0.96,0.0,1.65,0.42,0.74,0.25,0.51,0.0,0.02,0.3,0.53,0.0,fake
2,0.12,0.0,0.12,0.09,0.37,1.0,0.0,1.68,0.42,0.75,0.22,0.54,0.0,0.0,0.27,0.49,0.0,fake
3,0.18,0.0,0.12,0.23,0.34,0.89,0.0,1.7,0.43,0.91,0.22,0.67,0.0,0.0,0.21,0.34,0.0,fake
4,0.19,0.0,0.17,0.2,0.3,0.96,0.0,1.67,0.39,0.91,0.15,0.72,0.0,0.0,0.23,0.39,0.0,fake
5,0.16,0.0,0.2,0.15,0.31,1.0,0.0,1.68,0.43,0.94,0.26,0.69,0.0,0.0,0.22,0.38,0.0,fake
6,0.09,0.0,0.21,0.11,0.35,1.04,0.0,1.67,0.47,0.85,0.21,0.69,0.0,0.04,0.3,0.48,0.0,fake
7,0.02,0.0,0.13,0.24,0.43,0.98,0.0,1.79,0.54,0.9,0.27,0.59,0.0,0.08,0.3,0.41,0.0,fake
8,0.0,0.0,0.12,0.3,0.49,0.95,0.0,1.81,0.58,0.83,0.16,0.51,0.09,0.14,0.41,0.43,0.0,fake
9,0.0,0.0,0.1,0.36,0.47,0.92,0.0,1.9,0.56,0.77,0.23,0.3,0.14,0.1,0.63,0.4,0.0,fake
10,0.0,0.0,0.14,0.4,0.45,0.9,0.0,1.97,0.55,0.65,0.26,0.19,0.14,0.06,0.85,0.38,0.0,fake
11,0.0,0.0,0.14,0.46,0.43,0.95,0.0,2.05,0.55,0.67,0.3,0.06,0.06,0.0,1.06,0.4,0.0,fake
12,0.0,0.0,0.14,0.35,0.47,1.13,0.0,2.05,0.61,0.62,0.26,0.02,0.0,0.0,1.17,0.44,0.0,fake
13,0.0,0.0,0.2,0.19,0.48,1.23,0.0,2.05,0.63,0.72,0.23,0.0,0.0,0.0,1.27,0.51,0.0,fake
14,0.0,0.0,0.27,0.11,0.5,1.27,0.0,2.05,0.66,0.75,0.16,0.0,0.0,0.0,1.27,0.58,0.0,fake
15,0.0,0.0,0.31,0.06,0.51,1.22,0.0,2.08,0.64,0.81,0.09,0.0,0.0,0.0,1.18,0.61,0.0,fake
16,0.0,0.0,0.27,0.06,0.55,1.28,0.0,2.09,0.65,0.73,0.06,0.0,0.0,0.0,1.1,0.6,0.0,fake
17,0.0,0.0,0.29,0.05,0.58,1.32,0.0,2.06,0.65,0.76,0.11,0.0,0.0,0.0,1.14,0.65,0.0,fake
18,0.0,0.0,0.29,0.03,0.58,1.44,0.0,2.02,0.64,0.81,0.14,0.0,0.0,0.0,1.26,0.73,0.0,fake
19,0.0,0.01,0.37,0.03,0.55,1.44,0.0,2.02,0.61,0.92,0.16,0.0,0.0,0.0,1.28,0.75,0.0,fake
