,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0.0,0.0,1.02,0.78,0.0,1.39,0.0,0.92,0.0,0.86,0.03,1.16,0.26,0.55,1.06,0.07,0.0,fake
1,0.0,0.0,0.9,0.26,0.12,1.57,0.0,0.83,0.0,1.35,0.61,1.48,0.09,0.72,0.35,0.02,0.0,fake
2,0.0,0.0,0.86,0.0,0.17,1.68,0.0,0.77,0.0,1.56,0.92,1.64,0.0,0.85,0.0,0.0,0.0,fake
3,0.0,0.0,0.89,0.0,0.16,1.68,0.0,0.75,0.0,1.59,0.94,1.64,0.0,0.88,0.0,0.0,0.0,fake
4,0.0,0.0,0.86,0.0,0.25,1.71,0.0,0.85,0.0,1.47,0.84,1.53,0.19,0.88,0.01,0.0,0.0,fake
5,0.0,0.0,0.87,0.0,0.32,1.78,0.0,0.96,0.0,1.39,0.69,1.49,0.32,0.88,0.01,0.0,0.0,fake
6,0.0,0.0,0.85,0.0,0.41,1.87,0.0,1.08,0.0,1.27,0.53,1.42,0.43,0.89,0.02,0.0,0.0,fake
7,0.0,0.0,0.87,0.0,0.41,1.97,0.0,1.37,0.13,1.26,0.4,1.34,0.61,0.79,0.35,0.25,0.04,fake
8,0.0,0.0,0.85,0.0,0.43,1.94,0.0,1.71,0.26,1.19,0.24,1.24,0.68,0.66,0.74,0.52,0.04,fake
9,0.0,0.0,0.85,0.0,0.45,1.95,0.0,2.05,0.4,1.3,0.14,1.27,1.0,0.59,0.96,0.69,0.04,fake
10,0.0,0.0,0.86,0.0,0.46,1.99,0.0,2.13,0.4,1.45,0.14,1.39,1.12,0.62,0.89,0.56,0.01,fake
11,0.04,0.0,0.81,0.0,0.56,1.62,0.0,1.96,0.38,1.59,0.14,1.21,1.06,0.48,0.82,0.5,0.02,fake
12,0.08,0.07,0.78,0.0,0.64,1.17,0.0,1.81,0.36,1.49,0.07,0.84,0.87,0.26,0.91,0.48,0.06,fake
13,0.08,0.07,0.72,0.0,0.75,0.79,0.0,1.68,0.41,1.45,0.0,0.64,0.49,0.08,1.0,0.54,0.07,fake
14,0.03,0.07,0.73,0.0,0.82,0.88,0.0,1.76,0.49,1.4,0.0,0.71,0.43,0.08,1.04,0.47,0.05,fake
15,0.0,0.0,0.68,0.0,0.84,1.03,0.0,1.68,0.55,1.63,0.06,1.07,0.3,0.32,0.72,0.31,0.01,fake
16,0.0,0.0,0.63,0.0,0.82,1.11,0.0,1.53,0.51,1.77,0.2,1.26,0.37,0.55,0.35,0.13,0.0,fake
17,0.0,0.0,0.53,0.0,0.72,1.19,0.0,1.33,0.41,1.97,0.31,1.49,0.36,0.79,0.0,0.0,0.02,fake
18,0.0,0.0,0.51,0.0,0.64,1.22,0.0,1.26,0.34,1.89,0.32,1.53,0.38,0.81,0.0,0.0,0.02,fake
19,0.0,0.0,0.53,0.0,0.57,1.16,0.0,1.26,0.25,1.78,0.27,1.51,0.42,0.8,0.0,0.0,0.02,fake
20,0.0,0.0,0.56,0.0,0.52,1.07,0.0,1.28,0.19,1.56,0.26,1.45,0.64,0.81,0.0,0.0,0.0,fake
21,0.0,0.0,0.65,0.0,0.52,1.02,0.0,1.38,0.23,1.44,0.27,1.3,0.75,0.71,0.16,0.0,0.0,fake
22,0.0,0.0,0.71,0.0,0.53,1.09,0.0,1.43,0.29,1.43,0.25,1.19,0.68,0.61,0.4,0.0,0.0,fake
23,0.0,0.0,0.64,0.0,0.63,1.17,0.0,1.71,0.42,1.52,0.16,0.99,0.52,0.41,0.7,0.31,0.0,fake
24,0.0,0.0,0.48,0.0,0.7,1.42,0.0,1.85,0.43,1.58,0.07,0.86,0.39,0.3,0.87,0.62,0.0,fake
25,0.0,0.0,0.28,0.0,0.77,1.5,0.0,2.1,0.5,1.62,0.0,0.71,0.4,0.16,0.89,0.87,0.0,fake
26,0.0,0.0,0.26,0.0,0.77,1.58,0.0,2.19,0.55,1.74,0.0,0.64,0.45,0.08,0.82,0.85,0.0,fake
27,0.05,0.0,0.16,0.0,0.77,1.24,0.0,2.42,0.72,1.93,0.0,0.54,0.81,0.07,0.58,0.64,0.0,fake
28,0.08,0.0,0.09,0.0,0.79,1.05,0.0,2.52,0.85,2.05,0.0,0.48,1.17,0.05,0.5,0.42,0.0,fake
29,0.09,0.0,0.0,0.0,0.63,0.66,0.0,2.3,0.98,1.97,0.0,0.33,1.32,0.05,0.28,0.13,0.05,fake
30,0.11,0.0,0.0,0.0,0.52,0.58,0.0,1.93,0.96,1.73,0.0,0.22,0.98,0.0,0.22,0.03,0.14,fake
31,0.08,0.0,0.09,0.0,0.44,0.78,0.0,1.43,0.89,1.31,0.0,0.09,0.63,0.0,0.08,0.0,0.14,fake
32,0.09,0.0,0.26,0.0,0.51,1.25,0.0,1.16,0.78,1.05,0.0,0.06,0.34,0.0,0.14,0.0,0.09,fake
33,0.02,0.0,0.4,0.0,0.59,1.63,0.0,0.97,0.72,0.84,0.0,0.0,0.22,0.0,0.19,0.0,0.0,fake
34,0.02,0.0,0.51,0.07,0.7,1.67,0.0,0.72,0.83,0.79,0.1,0.0,0.19,0.0,0.18,0.0,0.0,fake
35,0.06,0.0,0.74,0.12,0.82,1.54,0.02,0.44,0.84,0.55,0.22,0.0,0.15,0.0,0.22,0.0,0.0,fake
36,0.06,0.0,0.9,0.15,0.87,1.31,0.14,0.14,0.77,0.54,0.26,0.0,0.14,0.0,0.35,0.05,0.0,fake
37,0.06,0.0,1.04,0.08,0.75,1.24,0.22,0.04,0.55,0.4,0.16,0.0,0.0,0.0,0.49,0.13,0.0,fake
38,0.0,0.0,0.94,0.03,0.62,1.45,0.28,0.0,0.44,0.34,0.04,0.0,0.0,0.0,0.5,0.28,0.0,fake
39,0.0,0.0,0.92,0.0,0.54,1.67,0.2,0.0,0.43,0.07,0.0,0.0,0.0,0.0,0.39,0.3,0.0,fake
40,0.16,0.0,0.89,0.0,0.6,1.92,0.13,0.0,0.51,0.14,0.08,0.0,0.0,0.0,0.24,0.22,0.0,fake
41,0.16,0.0,0.89,0.0,0.75,2.05,0.08,0.07,0.64,0.23,0.08,0.0,0.0,0.0,0.34,0.37,0.1,fake
42,0.22,0.0,0.9,0.0,0.86,2.24,0.04,0.14,0.73,0.25,0.15,0.0,0.0,0.01,0.4,0.68,0.17,fake
43,0.14,0.0,0.89,0.0,0.88,2.24,0.03,0.2,0.78,0.13,0.13,0.0,0.0,0.03,0.53,1.06,0.25,fake
44,0.19,0.0,0.89,0.0,0.87,2.23,0.0,0.21,0.78,0.03,0.17,0.0,0.0,0.07,0.63,1.32,0.26,fake
45,0.17,0.0,0.9,0.03,0.92,2.23,0.0,0.2,0.79,0.01,0.1,0.0,0.0,0.09,0.8,1.53,0.24,fake
46,0.24,0.0,0.84,0.07,0.88,2.22,0.02,0.15,0.72,0.0,0.06,0.0,0.0,0.11,0.85,1.68,0.21,fake
47,0.34,0.0,0.73,0.12,0.78,2.27,0.02,0.07,0.68,0.0,0.09,0.0,0.0,0.07,0.7,1.57,0.14,fake
48,0.49,0.0,0.6,0.1,0.47,2.13,0.11,0.0,0.42,0.0,0.33,0.0,0.0,0.23,0.36,0.99,0.09,fake
