,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.08,0.0,0.0,0.46,0.49,0.0,fake
1,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.1,0.0,0.04,0.0,0.02,0.15,0.22,0.0,fake
2,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.04,0.0,0.12,0.0,0.02,0.29,0.17,0.0,fake
3,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.08,0.0,0.13,0.0,0.0,0.51,0.16,0.0,fake
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.21,0.0,0.0,0.74,0.16,0.0,fake
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.17,0.04,0.0,0.68,0.04,0.0,fake
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.2,0.05,0.0,0.66,0.0,0.0,fake
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.13,0.05,0.0,0.74,0.0,0.28,fake
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.06,0.02,0.0,0.8,0.0,0.73,fake
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.01,0.0,0.0,0.9,0.0,1.32,fake
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.89,0.0,1.58,fake
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.04,0.0,0.0,0.92,0.0,1.62,fake
12,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.35,0.0,0.27,0.06,0.01,0.61,0.0,1.36,fake
13,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.22,0.0,0.41,0.06,0.01,0.32,0.02,1.11,fake
14,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.13,0.0,0.42,0.06,0.01,0.07,0.18,0.83,fake
15,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.31,0.48,0.71,fake
16,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.55,0.77,0.55,fake
