,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0.76,0.15,0.0,0.0,0.0,0.0,0.0,0.38,0.0,1.27,0.0,0.71,0.02,0.32,0.65,0.54,0.1,real
1,0.81,0.05,0.0,0.0,0.0,0.0,0.0,0.54,0.0,1.2,0.0,0.73,0.07,0.31,0.63,0.49,0.03,real
2,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,1.16,0.0,0.77,0.09,0.3,0.63,0.47,0.0,real
3,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,1.18,0.0,0.76,0.06,0.29,0.66,0.47,0.0,real
4,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,1.22,0.0,0.72,0.08,0.28,0.66,0.5,0.02,real
5,0.83,0.0,0.0,0.0,0.0,0.04,0.02,0.65,0.0,1.24,0.0,0.6,0.06,0.21,0.68,0.56,0.02,real
6,0.87,0.0,0.0,0.0,0.0,0.04,0.04,0.71,0.0,1.23,0.0,0.54,0.07,0.16,0.63,0.61,0.02,real
7,0.88,0.0,0.0,0.0,0.0,0.05,0.06,0.76,0.0,1.22,0.0,0.57,0.07,0.13,0.61,0.63,0.01,real
8,0.84,0.0,0.0,0.0,0.0,0.0,0.06,0.74,0.0,1.26,0.0,0.6,0.09,0.14,0.56,0.63,0.01,real
9,0.77,0.0,0.0,0.0,0.0,0.0,0.09,0.73,0.0,1.12,0.03,0.63,0.07,0.19,0.62,0.61,0.02,real
10,0.75,0.0,0.0,0.0,0.0,0.0,0.16,0.68,0.0,0.97,0.03,0.56,0.04,0.24,0.63,0.64,0.05,real
11,0.68,0.0,0.0,0.0,0.0,0.0,0.21,0.65,0.0,0.84,0.03,0.55,0.02,0.28,0.58,0.63,0.1,real
12,0.55,0.0,0.0,0.0,0.0,0.0,0.15,0.42,0.0,0.87,0.1,0.59,0.02,0.3,0.73,0.51,0.09,real
13,0.41,0.0,0.0,0.0,0.0,0.0,0.06,0.21,0.0,0.91,0.2,0.7,0.04,0.28,0.9,0.35,0.11,real
14,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.21,0.73,0.2,0.41,0.95,0.15,0.23,real
15,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.11,0.75,0.23,0.47,0.83,0.08,0.33,real
16,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.76,0.07,0.8,0.32,0.55,0.68,0.0,0.28,real
17,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.89,0.12,0.87,0.25,0.45,0.72,0.0,0.14,real
18,0.0,0.04,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.83,0.24,0.84,0.22,0.34,0.76,0.0,0.07,real
19,0.0,0.1,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.81,0.35,0.77,0.13,0.27,0.83,0.0,0.1,real
20,0.0,0.16,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.78,0.48,0.74,0.06,0.25,0.87,0.0,0.12,real
21,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.82,0.5,0.84,0.06,0.25,0.8,0.0,0.13,real
22,0.0,0.23,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.89,0.4,1.01,0.1,0.34,0.78,0.0,0.25,real
23,0.0,0.32,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.83,0.32,1.13,0.08,0.43,0.81,0.0,0.36,real
24,0.02,0.4,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.76,0.27,1.17,0.06,0.53,0.86,0.0,0.45,real
25,0.02,0.44,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.7,0.28,1.08,0.0,0.51,0.88,0.0,0.47,real
26,0.04,0.43,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.71,0.24,1.05,0.0,0.48,0.84,0.0,0.49,real
27,0.02,0.36,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.75,0.2,1.0,0.0,0.43,0.8,0.0,0.52,real
28,0.01,0.23,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.51,0.13,0.97,0.0,0.28,0.61,0.0,0.55,real
29,0.0,0.08,0.0,0.0,0.0,1.05,0.0,0.02,0.0,0.35,0.07,0.88,0.0,0.13,0.41,0.0,0.59,real
30,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.06,0.0,0.12,0.0,0.76,0.0,0.0,0.18,0.0,0.62,real
