,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0.98,0.64,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,1.03,2.44,0.41,1.12,0.2,2.31,0.0,real
1,1.1,1.12,0.0,0.0,0.0,0.12,0.0,0.14,0.0,0.61,0.76,2.04,0.73,0.43,0.51,2.43,0.06,real
2,1.23,1.45,0.0,0.0,0.03,0.18,0.0,0.06,0.0,0.86,0.63,1.74,0.95,0.06,0.86,2.36,0.06,real
3,1.43,1.64,0.0,0.0,0.06,0.33,0.0,0.06,0.0,0.78,0.66,1.49,1.0,0.0,1.11,2.15,0.08,real
4,1.42,1.55,0.0,0.0,0.08,0.37,0.0,0.04,0.0,0.66,0.78,1.36,1.0,0.0,1.22,1.98,0.02,real
5,1.35,1.31,0.0,0.0,0.07,0.45,0.0,0.01,0.0,0.54,0.87,1.34,0.86,0.0,1.24,1.59,0.1,real
6,1.2,1.13,0.0,0.0,0.04,0.43,0.0,0.0,0.0,0.44,0.96,1.48,0.75,0.0,1.13,1.3,0.09,real
7,1.0,0.95,0.0,0.0,0.02,0.38,0.0,0.0,0.0,0.27,1.06,1.59,0.63,0.0,1.04,1.02,0.09,real
8,0.89,0.99,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.21,1.14,1.62,0.59,0.0,0.91,1.04,0.0,real
9,0.79,0.85,0.0,0.0,0.0,0.32,0.0,0.03,0.0,0.14,1.21,1.51,0.53,0.0,0.96,1.01,0.07,real
10,0.69,0.75,0.0,0.0,0.0,0.28,0.0,0.03,0.0,0.09,1.22,1.5,0.4,0.0,1.02,0.97,0.16,real
11,0.54,0.63,0.0,0.0,0.0,0.33,0.0,0.03,0.0,0.04,1.22,1.52,0.28,0.0,1.13,1.01,0.35,real
12,0.44,0.42,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.01,1.07,1.43,0.11,0.0,0.97,1.03,0.7,real
13,0.31,0.21,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.01,0.86,1.23,0.06,0.0,0.7,0.92,1.07,real
14,0.18,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.84,1.06,0.0,0.0,0.28,0.78,1.39,real
15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.75,1.1,0.0,0.0,0.15,0.59,1.33,real
16,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.72,1.34,0.0,0.0,0.04,0.38,1.15,real
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.51,1.56,0.0,0.0,0.04,0.17,0.97,real
18,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.33,1.56,0.06,0.0,0.01,0.03,0.74,real
19,0.2,0.22,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.12,0.17,1.42,0.07,0.0,0.0,0.02,0.57,real
20,0.34,0.38,0.0,0.04,0.0,0.0,0.0,0.13,0.0,0.08,0.0,1.19,0.12,0.0,0.0,0.0,0.25,real
21,0.43,0.45,0.0,0.06,0.0,0.0,0.0,0.21,0.0,0.02,0.0,1.19,0.15,0.0,0.0,0.0,0.15,real
22,0.42,0.41,0.0,0.04,0.0,0.0,0.01,0.26,0.0,0.0,0.0,1.17,0.19,0.0,0.0,0.0,0.09,real
