,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0.71,0.08,0.0,0.0,0.87,0.82,0.0,0.0,2.32,0.56,0.0,0.0,0.0,0.18,1.17,0.0,0.0,real
1,0.67,0.08,0.0,0.0,0.87,0.58,0.0,0.09,2.4,0.7,0.0,0.0,0.06,0.26,0.9,0.0,0.0,real
2,0.67,0.06,0.0,0.0,0.86,0.61,0.0,0.3,2.42,0.76,0.0,0.0,0.06,0.33,0.75,0.0,0.0,real
3,0.77,0.06,0.0,0.0,0.89,1.07,0.0,0.57,2.36,0.7,0.0,0.11,0.0,0.23,0.57,0.0,0.0,real
4,0.94,0.14,0.0,0.0,0.93,1.54,0.0,0.71,2.27,0.67,0.0,0.17,0.0,0.14,0.47,0.0,0.25,real
5,1.09,0.31,0.0,0.0,0.94,2.04,0.0,0.77,2.17,0.55,0.0,0.21,0.0,0.01,0.47,0.0,0.54,real
6,1.11,0.64,0.0,0.0,0.89,2.15,0.0,0.7,2.05,0.47,0.01,0.12,0.0,0.0,0.76,0.0,0.54,real
7,0.88,0.75,0.0,0.06,0.86,2.01,0.0,0.5,1.91,0.4,0.01,0.3,0.0,0.0,0.94,0.1,0.3,real
8,0.63,0.8,0.0,0.19,0.82,1.48,0.0,0.23,1.8,0.43,0.01,0.82,0.0,0.12,1.06,0.43,0.0,real
9,0.51,0.57,0.0,0.32,0.74,0.99,0.0,0.03,1.82,0.33,0.14,1.52,0.0,0.25,0.92,0.72,0.0,real
10,0.66,0.51,0.0,0.49,0.69,0.77,0.0,0.0,1.85,0.31,0.14,1.93,0.0,0.27,0.85,0.95,0.0,real
11,0.75,0.31,0.0,0.56,0.68,0.96,0.04,0.0,1.9,0.25,0.15,1.93,0.0,0.15,0.71,0.8,0.0,real
12,0.78,0.46,0.0,0.58,0.7,1.07,0.07,0.0,1.96,0.26,0.0,1.75,0.0,0.02,0.57,0.55,0.0,real
13,0.72,0.46,0.0,0.6,0.73,1.17,0.1,0.0,2.0,0.26,0.01,1.73,0.0,0.0,0.42,0.22,0.0,real
14,0.81,0.68,0.0,0.64,0.8,1.11,0.06,0.0,2.07,0.28,0.05,1.88,0.0,0.0,0.24,0.03,0.0,real
15,0.89,0.69,0.0,0.65,0.81,1.29,0.03,0.0,2.11,0.45,0.08,2.0,0.0,0.0,0.14,0.05,0.0,real
16,1.02,0.95,0.0,0.57,0.81,1.34,0.0,0.0,2.11,0.55,0.08,1.98,0.0,0.0,0.07,0.05,0.0,real
17,1.12,0.98,0.0,0.51,0.8,1.28,0.0,0.0,2.11,0.7,0.03,1.94,0.0,0.0,0.03,0.05,0.0,real
18,1.13,0.94,0.0,0.47,0.87,1.15,0.0,0.0,2.12,0.72,0.0,1.95,0.0,0.0,0.0,0.0,0.0,real
19,1.13,0.73,0.0,0.47,1.0,1.02,0.0,0.0,2.19,0.84,0.0,1.9,0.0,0.0,0.0,0.0,0.0,real
20,1.05,0.6,0.0,0.45,1.07,0.99,0.0,0.0,2.24,0.85,0.0,1.72,0.0,0.0,0.01,0.0,0.0,real
21,1.09,0.52,0.0,0.4,1.11,0.87,0.0,0.0,2.25,0.95,0.0,1.55,0.0,0.0,0.01,0.0,0.0,real
22,1.04,0.46,0.0,0.37,1.11,0.79,0.0,0.0,2.3,0.95,0.0,1.44,0.0,0.0,0.01,0.0,0.0,real
23,1.04,0.53,0.0,0.26,1.14,0.72,0.0,0.0,2.34,0.95,0.0,1.34,0.0,0.0,0.0,0.0,0.0,real
24,1.04,0.54,0.0,0.32,1.22,0.89,0.0,0.0,2.41,0.88,0.0,1.22,0.0,0.0,0.0,0.0,0.0,real
25,1.1,0.51,0.0,0.28,1.32,1.04,0.0,0.14,2.44,0.91,0.0,1.14,0.0,0.0,0.0,0.0,0.0,real
26,1.18,0.58,0.0,0.33,1.41,1.06,0.0,0.21,2.51,0.95,0.0,1.1,0.0,0.0,0.0,0.0,0.0,real
27,1.19,0.6,0.0,0.27,1.47,0.83,0.0,0.36,2.58,0.98,0.01,1.07,0.0,0.0,0.0,0.0,0.0,real
28,1.19,0.66,0.0,0.36,1.49,0.78,0.0,0.51,2.7,0.97,0.05,1.07,0.0,0.0,0.12,0.0,0.0,real
29,1.07,0.47,0.0,0.38,1.56,0.78,0.0,0.77,2.78,0.95,0.08,1.07,0.0,0.0,0.34,0.13,0.0,real
30,0.96,0.32,0.0,0.38,1.58,0.82,0.0,0.96,2.84,0.9,0.11,1.05,0.0,0.0,0.62,0.34,0.0,real
31,0.78,0.15,0.0,0.37,1.63,0.77,0.0,1.09,2.83,0.85,0.07,1.1,0.0,0.0,0.92,0.89,0.0,real
32,0.65,0.06,0.0,0.27,1.64,0.77,0.0,1.21,2.81,0.84,0.07,1.13,0.0,0.0,1.15,1.53,0.0,real
33,0.54,0.0,0.0,0.2,1.64,0.86,0.0,1.3,2.75,0.8,0.11,1.15,0.0,0.0,1.43,2.3,0.0,real
34,0.51,0.0,0.0,0.02,1.59,0.89,0.0,1.26,2.63,0.79,0.11,1.04,0.0,0.0,1.51,2.86,0.02,real
35,0.43,0.0,0.0,0.0,1.57,1.11,0.04,1.2,2.5,0.67,0.12,0.95,0.0,0.0,1.68,3.19,0.35,real
36,0.26,0.0,0.0,0.0,1.55,1.07,0.16,1.15,2.36,0.57,0.05,0.89,0.0,0.0,1.79,3.23,0.9,real
37,0.08,0.0,0.0,0.0,1.57,0.99,0.3,1.2,2.29,0.51,0.05,0.98,0.0,0.0,1.95,3.18,1.39,real
38,0.0,0.0,0.0,0.0,1.56,0.73,0.39,1.13,2.19,0.53,0.0,0.96,0.0,0.0,1.95,3.11,1.69,real
39,0.0,0.0,0.0,0.0,1.56,0.71,0.45,1.15,2.16,0.66,0.0,0.9,0.0,0.0,1.91,2.97,1.69,real
40,0.0,0.0,0.0,0.0,1.5,0.79,0.44,1.02,2.13,0.68,0.0,0.67,0.0,0.0,1.92,2.45,1.77,real
41,0.0,0.0,0.0,0.0,1.38,0.84,0.4,0.93,2.11,0.71,0.0,0.58,0.0,0.0,1.88,1.94,1.58,real
42,0.0,0.0,0.0,0.0,1.24,0.83,0.32,0.79,2.12,0.5,0.0,0.44,0.0,0.0,1.8,1.5,1.33,real
43,0.0,0.0,0.0,0.0,1.07,0.79,0.27,0.74,2.11,0.3,0.0,0.26,0.07,0.0,1.64,1.34,1.06,real
44,0.0,0.0,0.0,0.0,0.91,0.81,0.18,0.65,1.95,0.09,0.0,0.37,0.19,0.17,1.05,0.8,0.95,real
45,0.0,0.0,0.0,0.0,0.8,0.84,0.08,0.6,1.77,0.34,0.15,0.8,0.36,0.41,0.5,0.36,1.03,real
