,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0.24,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.15,0.13,0.2,0.38,0.05,0.0,0.0,0.0,real
1,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.08,0.21,0.38,0.05,0.0,0.0,0.0,real
2,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.07,0.23,0.38,0.07,0.0,0.0,0.0,real
3,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.06,0.24,0.38,0.1,0.0,0.0,0.0,real
4,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.21,0.03,0.28,0.41,0.11,0.0,0.0,0.0,real
5,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.22,0.0,0.3,0.42,0.1,0.0,0.0,0.0,real
6,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.29,0.0,0.3,0.46,0.07,0.0,0.0,0.0,real
7,0.19,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.31,0.01,0.28,0.46,0.03,0.0,0.0,0.13,real
8,0.32,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.3,0.01,0.26,0.46,0.0,0.0,0.0,0.28,real
9,0.38,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.22,0.01,0.25,0.38,0.0,0.0,0.0,0.45,real
10,0.38,0.08,0.0,0.0,0.0,0.0,0.0,0.1,0.21,0.19,0.06,0.17,0.36,0.0,0.48,0.0,0.45,real
11,0.29,0.07,0.0,0.0,0.0,0.0,0.0,0.2,0.24,0.17,0.1,0.09,0.3,0.0,1.01,0.04,0.36,real
12,0.24,0.03,0.0,0.0,0.0,0.0,0.0,0.33,0.24,0.1,0.17,0.0,0.21,0.0,1.56,0.2,0.32,real
13,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.21,0.04,0.18,0.0,0.14,0.0,1.65,0.36,0.33,real
14,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.18,0.0,0.19,0.0,0.12,0.0,1.66,0.48,0.36,real
15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.12,0.0,0.19,0.04,0.12,0.0,1.57,0.32,0.42,real
16,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.06,0.0,0.2,0.09,0.13,0.0,1.45,0.16,0.46,real
17,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.01,0.1,0.23,0.21,0.15,0.0,1.11,0.0,0.52,real
18,0.44,0.0,0.0,0.0,0.0,0.0,0.04,0.35,0.0,0.22,0.29,0.34,0.21,0.0,0.65,0.0,0.54,real
19,0.55,0.0,0.0,0.0,0.0,0.0,0.07,0.32,0.0,0.37,0.33,0.45,0.27,0.0,0.21,0.0,0.52,real
20,0.54,0.0,0.0,0.0,0.0,0.0,0.1,0.31,0.0,0.43,0.34,0.48,0.34,0.0,0.0,0.0,0.55,real
21,0.61,0.0,0.0,0.0,0.0,0.0,0.15,0.35,0.0,0.47,0.39,0.49,0.32,0.0,0.0,0.0,0.4,real
22,0.64,0.0,0.0,0.0,0.0,0.0,0.22,0.36,0.0,0.54,0.42,0.53,0.25,0.0,0.0,0.0,0.41,real
23,0.67,0.0,0.0,0.0,0.0,0.0,0.28,0.31,0.0,0.69,0.41,0.66,0.12,0.0,0.0,0.0,0.43,real
24,0.64,0.0,0.0,0.0,0.0,0.0,0.27,0.23,0.0,0.83,0.35,0.74,0.05,0.0,0.0,0.0,0.54,real
25,0.64,0.0,0.0,0.0,0.0,0.0,0.21,0.25,0.0,0.79,0.24,0.65,0.0,0.0,0.02,0.0,0.44,real
26,0.62,0.0,0.0,0.0,0.0,0.0,0.15,0.47,0.02,0.6,0.21,0.41,0.0,0.0,0.68,0.23,0.25,real
27,0.61,0.0,0.02,0.0,0.0,0.0,0.1,0.72,0.03,0.37,0.15,0.22,0.0,0.0,1.32,0.46,0.07,real
28,0.65,0.06,0.02,0.0,0.0,0.0,0.09,0.7,0.03,0.26,0.19,0.2,0.01,0.0,1.53,0.74,0.0,real
29,0.73,0.14,0.02,0.0,0.0,0.0,0.07,0.54,0.02,0.23,0.2,0.29,0.01,0.0,1.09,0.78,0.0,real
30,0.8,0.26,0.0,0.0,0.0,0.0,0.06,0.37,0.0,0.25,0.24,0.35,0.01,0.0,0.69,0.83,0.0,real
31,0.82,0.42,0.0,0.0,0.0,0.0,0.04,0.33,0.0,0.31,0.27,0.44,0.0,0.0,0.51,0.72,0.0,real
32,0.82,0.5,0.0,0.0,0.0,0.0,0.01,0.31,0.0,0.42,0.29,0.51,0.0,0.0,0.35,0.61,0.0,real
33,0.76,0.48,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.33,0.25,0.38,0.0,0.0,0.48,0.33,0.0,real
34,0.7,0.38,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.23,0.24,0.19,0.0,0.0,0.77,0.16,0.0,real
35,0.63,0.26,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.07,0.22,0.03,0.0,0.0,1.09,0.0,0.0,real
