,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0.0,0.0,0.92,0.0,0.56,2.07,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.22,0.52,0.61,0.0,real
1,0.0,0.0,0.95,0.0,0.55,1.67,0.17,0.04,0.0,0.0,0.08,1.24,0.0,0.3,0.39,0.49,0.0,real
2,0.0,0.0,0.86,0.0,0.51,1.55,0.22,0.06,0.0,0.07,0.19,1.43,0.0,0.48,0.22,0.32,0.02,real
3,0.0,0.0,0.76,0.0,0.49,1.68,0.2,0.16,0.0,0.07,0.3,1.64,0.0,0.55,0.11,0.27,0.02,real
4,0.0,0.0,0.68,0.0,0.44,1.62,0.11,0.12,0.0,0.11,0.23,1.56,0.0,0.57,0.14,0.25,0.02,real
5,0.0,0.0,0.7,0.0,0.4,1.51,0.06,0.1,0.0,0.04,0.11,1.4,0.0,0.39,0.32,0.33,0.0,real
6,0.0,0.0,0.65,0.0,0.34,1.4,0.05,0.0,0.0,0.04,0.0,1.19,0.0,0.26,0.51,0.31,0.0,real
7,0.01,0.0,0.71,0.0,0.26,1.34,0.04,0.0,0.0,0.02,0.0,1.29,0.0,0.27,0.37,0.46,0.0,real
8,0.01,0.0,0.75,0.0,0.22,1.23,0.06,0.0,0.0,0.02,0.0,1.39,0.0,0.29,0.2,0.55,0.0,real
9,0.01,0.0,0.8,0.03,0.17,1.06,0.03,0.0,0.0,0.03,0.0,1.45,0.0,0.31,0.01,0.67,0.0,real
10,0.0,0.0,0.83,0.06,0.16,1.03,0.03,0.0,0.0,0.04,0.0,1.26,0.02,0.27,0.04,0.56,0.0,real
11,0.0,0.0,0.94,0.06,0.12,1.02,0.02,0.0,0.0,0.09,0.0,1.16,0.02,0.33,0.04,0.46,0.0,real
12,0.0,0.0,1.03,0.08,0.06,0.89,0.02,0.0,0.0,0.19,0.0,0.94,0.04,0.37,0.04,0.28,0.0,real
13,0.0,0.0,1.1,0.04,0.03,0.81,0.03,0.0,0.0,0.27,0.0,0.93,0.02,0.42,0.0,0.23,0.0,real
14,0.0,0.0,1.06,0.04,0.0,0.52,0.05,0.0,0.0,0.3,0.0,0.84,0.02,0.4,0.0,0.15,0.08,real
15,0.0,0.0,1.01,0.01,0.0,0.46,0.03,0.0,0.0,0.29,0.0,0.89,0.01,0.38,0.0,0.13,0.2,real
16,0.0,0.0,0.92,0.11,0.0,0.31,0.02,0.0,0.0,0.26,0.0,0.79,0.01,0.41,0.0,0.06,0.34,real
17,0.01,0.0,0.84,0.15,0.0,0.34,0.01,0.0,0.0,0.27,0.0,0.71,0.03,0.46,0.0,0.05,0.31,real
18,0.04,0.0,0.77,0.2,0.0,0.25,0.04,0.0,0.0,0.23,0.0,0.66,0.04,0.53,0.0,0.03,0.22,real
19,0.04,0.0,0.78,0.12,0.0,0.25,0.07,0.0,0.0,0.29,0.0,0.72,0.03,0.56,0.0,0.04,0.08,real
20,0.05,0.0,0.79,0.08,0.0,0.27,0.11,0.0,0.0,0.41,0.0,0.74,0.02,0.54,0.01,0.02,0.05,real
21,0.03,0.0,0.91,0.03,0.0,0.34,0.13,0.0,0.0,0.49,0.0,0.76,0.0,0.55,0.01,0.02,0.13,real
22,0.06,0.0,0.91,0.01,0.0,0.32,0.12,0.0,0.0,0.55,0.0,0.76,0.05,0.53,0.01,0.01,0.21,real
23,0.03,0.0,0.97,0.01,0.0,0.29,0.12,0.0,0.0,0.52,0.0,0.81,0.05,0.54,0.0,0.03,0.2,real
24,0.04,0.0,0.98,0.01,0.0,0.18,0.07,0.0,0.0,0.59,0.0,0.86,0.1,0.51,0.0,0.03,0.3,real
25,0.03,0.0,1.07,0.03,0.0,0.19,0.05,0.0,0.0,0.58,0.0,0.93,0.05,0.5,0.0,0.03,0.31,real
26,0.03,0.0,1.15,0.09,0.0,0.24,0.0,0.0,0.0,0.63,0.0,0.96,0.06,0.49,0.0,0.04,0.42,real
27,0.02,0.0,1.22,0.24,0.0,0.36,0.0,0.0,0.0,0.61,0.0,1.0,0.12,0.5,0.0,0.09,0.3,real
