,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0.14,0.0,0.66,0.0,0.65,1.0,0.0,0.0,0.79,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real
1,0.31,0.0,0.7,0.0,0.68,1.12,0.0,0.04,0.84,0.13,0.0,0.02,0.0,0.0,0.17,0.0,0.0,real
2,0.41,0.0,0.7,0.0,0.69,1.15,0.0,0.1,0.86,0.15,0.0,0.02,0.0,0.0,0.26,0.0,0.0,real
3,0.38,0.09,0.47,0.0,0.53,0.99,0.0,0.91,0.73,0.11,0.0,0.34,0.07,0.14,0.35,0.0,0.0,real
4,0.32,0.22,0.23,0.0,0.44,0.92,0.07,1.63,0.66,0.05,0.0,0.68,0.07,0.33,0.46,0.0,0.0,real
5,0.24,0.22,0.0,0.0,0.29,0.85,0.17,2.33,0.62,0.0,0.0,0.99,0.07,0.33,0.72,0.25,0.0,real
6,0.34,0.37,0.0,0.0,0.37,1.02,0.23,2.24,0.72,0.0,0.04,1.15,0.0,0.3,0.98,0.56,0.0,real
7,0.44,0.69,0.0,0.0,0.25,0.85,0.24,2.19,0.62,0.0,0.18,1.16,0.0,0.11,1.15,0.67,0.0,real
8,0.59,1.09,0.0,0.02,0.23,0.72,0.18,2.2,0.52,0.0,0.27,1.34,0.0,0.11,1.07,0.45,0.0,real
9,0.6,1.33,0.0,0.02,0.08,0.7,0.12,2.23,0.33,0.0,0.32,1.32,0.0,0.0,0.75,0.14,0.0,real
10,0.64,1.45,0.05,0.02,0.09,0.77,0.03,2.29,0.38,0.0,0.36,1.54,0.0,0.02,0.39,0.03,0.0,real
11,0.76,1.61,0.05,0.0,0.03,0.73,0.0,2.35,0.32,0.0,0.56,1.63,0.0,0.05,0.12,0.0,0.0,real
12,0.8,1.61,0.11,0.01,0.02,0.53,0.0,2.49,0.4,0.0,0.65,1.69,0.0,0.08,0.0,0.0,0.0,real
13,0.86,1.45,0.06,0.09,0.18,0.5,0.0,2.84,0.49,0.0,0.5,1.11,0.0,0.06,0.63,0.38,0.0,real
14,0.77,1.34,0.06,0.09,0.38,0.6,0.01,3.1,0.7,0.0,0.26,0.53,0.02,0.03,1.69,0.79,0.0,real
15,0.82,1.26,0.0,0.1,0.51,0.57,0.01,3.33,0.86,0.0,0.12,0.0,0.02,0.0,2.58,1.33,0.0,real
16,0.79,1.28,0.0,0.03,0.49,0.77,0.04,3.44,0.91,0.0,0.13,0.0,0.02,0.0,2.55,1.36,0.0,real
17,0.85,1.18,0.0,0.22,0.48,0.89,0.03,3.47,0.94,0.0,0.2,0.4,0.08,0.04,1.98,0.96,0.0,real
18,0.79,1.04,0.0,0.27,0.53,1.21,0.03,3.43,0.96,0.0,0.28,0.66,0.11,0.1,1.51,0.44,0.0,real
19,0.89,0.87,0.03,0.3,0.5,1.1,0.0,3.29,1.0,0.0,0.32,1.02,0.19,0.23,1.34,0.02,0.0,real
20,0.99,0.83,0.11,0.25,0.48,1.06,0.0,3.22,0.95,0.0,0.29,0.83,0.19,0.28,1.31,0.09,0.0,real
21,1.13,0.85,0.16,0.31,0.47,0.9,0.12,3.27,0.94,0.0,0.18,0.56,0.16,0.21,1.56,0.41,0.0,real
22,1.08,0.88,0.16,0.34,0.49,0.83,0.2,3.21,0.94,0.0,0.09,0.21,0.08,0.09,2.06,0.84,0.0,real
