,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0.0,0.0,1.2,0.0,0.14,1.97,0.0,0.01,0.0,0.91,0.0,1.24,0.35,0.01,0.64,0.21,0.03,real
1,0.0,0.0,1.2,0.0,0.15,2.07,0.0,0.18,0.0,0.79,0.04,1.14,0.33,0.01,0.51,0.17,0.19,real
2,0.0,0.0,1.27,0.0,0.11,2.01,0.0,0.31,0.0,0.72,0.08,1.17,0.21,0.03,0.3,0.22,0.18,real
3,0.0,0.0,1.37,0.0,0.03,2.03,0.0,0.3,0.0,0.61,0.17,1.18,0.06,0.05,0.09,0.39,0.17,real
4,0.0,0.0,1.52,0.0,0.0,2.06,0.0,0.23,0.0,0.66,0.22,1.16,0.0,0.04,0.16,0.64,0.27,real
5,0.0,0.0,1.58,0.0,0.0,2.2,0.0,0.19,0.0,0.63,0.34,1.01,0.0,0.01,0.36,0.89,0.44,real
6,0.0,0.0,1.69,0.0,0.02,2.17,0.0,0.18,0.0,0.58,0.25,0.81,0.0,0.0,0.67,1.04,0.57,real
7,0.0,0.0,1.63,0.0,0.02,2.05,0.0,0.22,0.0,0.49,0.21,0.73,0.0,0.0,0.75,1.06,0.55,real
8,0.0,0.0,1.59,0.0,0.02,1.89,0.0,0.22,0.0,0.57,0.05,0.7,0.0,0.0,0.87,1.03,0.49,real
9,0.0,0.0,1.46,0.0,0.01,1.79,0.0,0.24,0.0,0.72,0.05,0.79,0.0,0.0,0.82,1.09,0.36,real
10,0.0,0.0,1.4,0.0,0.02,1.79,0.0,0.26,0.0,0.82,0.03,0.78,0.0,0.0,0.85,1.09,0.23,real
11,0.0,0.0,1.36,0.0,0.02,1.66,0.0,0.23,0.0,0.83,0.03,0.75,0.0,0.0,0.79,1.06,0.12,real
12,0.0,0.0,1.33,0.0,0.03,1.53,0.0,0.2,0.0,0.81,0.03,0.75,0.0,0.0,0.74,0.95,0.06,real
13,0.0,0.0,1.26,0.0,0.07,1.42,0.0,0.29,0.0,0.86,0.1,0.84,0.0,0.0,0.47,0.89,0.0,real
14,0.0,0.0,1.24,0.0,0.12,1.48,0.0,0.27,0.0,0.87,0.16,0.96,0.0,0.01,0.22,0.85,0.0,real
15,0.0,0.0,1.33,0.0,0.17,1.62,0.0,0.23,0.0,0.87,0.19,1.04,0.0,0.01,0.01,0.86,0.0,real
16,0.0,0.0,1.52,0.0,0.17,1.72,0.0,0.07,0.0,0.8,0.25,1.1,0.0,0.04,0.0,0.87,0.0,real
17,0.0,0.0,1.56,0.0,0.15,1.8,0.0,0.02,0.0,0.75,0.32,1.15,0.0,0.08,0.0,0.78,0.0,real
18,0.0,0.0,1.59,0.0,0.15,1.71,0.0,0.0,0.0,0.68,0.47,1.22,0.0,0.11,0.0,0.78,0.0,real
19,0.0,0.0,1.63,0.0,0.2,1.77,0.0,0.0,0.0,0.63,0.35,1.06,0.0,0.07,0.29,0.91,0.02,real
20,0.0,0.0,1.75,0.0,0.26,1.77,0.0,0.0,0.0,0.56,0.23,0.95,0.0,0.03,0.61,1.22,0.03,real
21,0.0,0.0,1.81,0.0,0.29,1.87,0.0,0.0,0.0,0.44,0.12,0.74,0.0,0.0,0.95,1.4,0.08,real
22,0.0,0.0,1.78,0.0,0.24,1.81,0.0,0.0,0.0,0.4,0.14,0.75,0.0,0.0,0.92,1.37,0.15,real
23,0.0,0.0,1.69,0.0,0.24,1.9,0.0,0.0,0.0,0.37,0.16,0.8,0.0,0.0,0.76,1.22,0.14,real
24,0.0,0.0,1.61,0.0,0.25,1.82,0.0,0.09,0.0,0.41,0.11,0.91,0.0,0.0,0.51,1.04,0.09,real
25,0.0,0.0,1.55,0.0,0.27,1.78,0.0,0.18,0.0,0.41,0.15,1.0,0.0,0.0,0.31,0.88,0.0,real
26,0.0,0.0,1.61,0.0,0.28,1.74,0.0,0.19,0.0,0.41,0.14,0.96,0.0,0.0,0.3,0.81,0.0,real
27,0.0,0.0,1.65,0.0,0.26,1.74,0.0,0.11,0.0,0.46,0.15,0.97,0.0,0.0,0.31,0.75,0.0,real
28,0.0,0.0,1.61,0.0,0.26,1.67,0.0,0.11,0.0,0.45,0.13,0.92,0.0,0.0,0.38,0.73,0.05,real
29,0.0,0.0,1.48,0.0,0.28,1.63,0.0,0.14,0.0,0.55,0.24,0.93,0.0,0.0,0.36,0.62,0.63,real
30,0.0,0.0,1.42,0.0,0.33,1.62,0.0,0.13,0.0,0.51,0.25,0.85,0.0,0.0,0.4,0.54,1.2,real
31,0.0,0.0,1.48,0.0,0.37,1.69,0.01,0.05,0.0,0.54,0.33,0.88,0.0,0.0,0.25,0.5,1.41,real
32,0.0,0.0,1.59,0.0,0.38,1.66,0.01,0.0,0.0,0.46,0.38,1.0,0.0,0.05,0.13,0.33,0.94,real
33,0.0,0.0,1.63,0.0,0.38,1.64,0.01,0.0,0.0,0.46,0.48,1.17,0.0,0.12,0.0,0.25,0.45,real
34,0.0,0.0,1.65,0.0,0.36,1.68,0.0,0.0,0.0,0.48,0.52,1.26,0.0,0.2,0.0,0.12,0.23,real
35,0.0,0.0,1.72,0.0,0.26,1.62,0.0,0.01,0.0,0.48,0.58,1.26,0.0,0.24,0.0,0.18,0.12,real
36,0.0,0.0,1.79,0.0,0.17,1.65,0.0,0.02,0.0,0.5,0.67,1.25,0.0,0.25,0.0,0.11,0.12,real
37,0.0,0.0,1.8,0.0,0.14,1.67,0.0,0.05,0.0,0.6,0.77,1.27,0.0,0.26,0.0,0.1,0.12,real
38,0.0,0.0,1.77,0.0,0.15,1.77,0.0,0.13,0.0,0.66,0.73,1.24,0.0,0.25,0.0,0.15,0.16,real
39,0.0,0.0,1.78,0.0,0.19,1.86,0.0,0.26,0.0,0.63,0.68,1.21,0.0,0.24,0.0,0.24,0.09,real
40,0.0,0.0,1.81,0.0,0.18,1.85,0.0,0.41,0.0,0.48,0.51,1.19,0.0,0.15,0.0,0.37,0.05,real
41,0.0,0.0,1.81,0.0,0.16,1.74,0.0,0.47,0.0,0.34,0.41,1.15,0.0,0.08,0.05,0.39,0.01,real
42,0.0,0.0,1.76,0.0,0.1,1.42,0.0,0.46,0.0,0.25,0.31,1.07,0.0,0.04,0.07,0.46,0.0,real
43,0.0,0.0,1.71,0.0,0.06,1.08,0.0,0.36,0.0,0.3,0.25,0.98,0.0,0.06,0.07,0.4,0.02,real
44,0.0,0.0,1.64,0.0,0.07,0.96,0.0,0.36,0.0,0.41,0.18,0.96,0.0,0.1,0.02,0.44,0.02,real
45,0.0,0.0,1.55,0.0,0.05,0.91,0.0,0.35,0.0,0.49,0.1,1.02,0.0,0.13,0.0,0.3,0.02,real
46,0.0,0.0,1.56,0.0,0.05,0.96,0.0,0.38,0.0,0.45,0.05,1.03,0.0,0.13,0.0,0.27,0.02,real
47,0.0,0.0,1.66,0.0,0.06,1.03,0.0,0.29,0.0,0.43,0.07,1.03,0.0,0.08,0.1,0.33,0.02,real
48,0.0,0.0,1.81,0.0,0.09,1.2,0.0,0.26,0.0,0.43,0.06,0.95,0.0,0.03,0.39,0.63,0.02,real
49,0.0,0.0,1.85,0.0,0.11,1.29,0.02,0.2,0.0,0.41,0.04,0.87,0.0,0.0,0.67,0.82,0.0,real
50,0.0,0.0,1.75,0.0,0.1,1.28,0.02,0.2,0.0,0.39,0.0,0.79,0.0,0.0,0.73,0.79,0.0,real
51,0.0,0.0,1.61,0.0,0.08,1.3,0.02,0.22,0.0,0.32,0.08,0.87,0.0,0.0,0.51,0.66,0.0,real
52,0.0,0.0,1.56,0.0,0.08,1.35,0.0,0.32,0.0,0.35,0.16,0.93,0.0,0.0,0.32,0.57,0.0,real
53,0.0,0.0,1.57,0.0,0.09,1.4,0.01,0.38,0.0,0.44,0.21,1.0,0.0,0.0,0.16,0.54,0.0,real
54,0.0,0.0,1.53,0.0,0.11,1.33,0.01,0.39,0.0,0.5,0.13,0.94,0.0,0.02,0.11,0.49,0.0,real
55,0.0,0.0,1.45,0.0,0.1,1.31,0.01,0.34,0.0,0.47,0.06,0.95,0.0,0.04,0.06,0.48,0.0,real
56,0.0,0.0,1.44,0.0,0.08,1.35,0.0,0.32,0.0,0.36,0.01,0.97,0.0,0.07,0.09,0.45,0.0,real
57,0.0,0.0,1.54,0.0,0.05,1.42,0.0,0.29,0.0,0.34,0.0,1.02,0.0,0.06,0.09,0.41,0.0,real
58,0.0,0.0,1.58,0.0,0.04,1.54,0.0,0.24,0.0,0.35,0.02,1.01,0.0,0.04,0.04,0.34,0.0,real
59,0.0,0.0,1.6,0.0,0.08,1.55,0.0,0.28,0.0,0.45,0.1,1.03,0.0,0.01,0.02,0.25,0.0,real
60,0.0,0.0,1.59,0.0,0.15,1.6,0.0,0.36,0.0,0.51,0.15,0.96,0.0,0.02,0.01,0.24,0.0,real
61,0.0,0.0,1.62,0.0,0.2,1.59,0.0,0.45,0.0,0.58,0.2,0.91,0.0,0.02,0.01,0.25,0.0,real
62,0.0,0.0,1.57,0.0,0.2,1.5,0.0,0.47,0.0,0.55,0.17,0.79,0.0,0.03,0.0,0.29,0.0,real
63,0.0,0.0,1.52,0.0,0.21,1.37,0.0,0.49,0.0,0.5,0.16,0.74,0.0,0.04,0.0,0.26,0.0,real
64,0.0,0.0,1.49,0.0,0.22,1.28,0.0,0.53,0.0,0.43,0.14,0.7,0.0,0.06,0.0,0.22,0.0,real
65,0.0,0.0,1.52,0.0,0.25,1.32,0.0,0.58,0.0,0.45,0.14,0.7,0.0,0.05,0.07,0.25,0.0,real
66,0.0,0.0,1.54,0.0,0.25,1.33,0.01,0.48,0.0,0.56,0.09,0.68,0.1,0.02,0.27,0.34,0.04,real
67,0.0,0.0,1.58,0.0,0.21,1.22,0.01,0.4,0.0,0.65,0.04,0.73,0.11,0.0,0.49,0.45,0.04,real
68,0.0,0.0,1.62,0.0,0.15,1.23,0.01,0.25,0.0,0.7,0.04,0.7,0.11,0.0,0.56,0.5,0.04,real
69,0.0,0.0,1.63,0.0,0.14,1.26,0.0,0.24,0.0,0.68,0.17,0.88,0.01,0.11,0.36,0.44,0.0,real
70,0.0,0.0,1.6,0.0,0.15,1.45,0.0,0.19,0.0,0.66,0.29,1.0,0.0,0.2,0.14,0.39,0.0,real
71,0.0,0.0,1.52,0.0,0.12,1.49,0.01,0.14,0.0,0.59,0.27,1.14,0.0,0.28,0.0,0.32,0.0,real
72,0.0,0.0,1.49,0.0,0.15,1.54,0.03,0.13,0.0,0.52,0.16,1.1,0.0,0.22,0.05,0.42,0.0,real
73,0.0,0.0,1.41,0.0,0.21,1.43,0.09,0.16,0.0,0.52,0.13,0.99,0.0,0.15,0.07,0.41,0.0,real
74,0.0,0.0,1.45,0.0,0.31,1.43,0.15,0.3,0.0,0.65,0.12,0.93,0.0,0.15,0.09,0.36,0.0,real
75,0.0,0.0,1.37,0.0,0.33,1.52,0.14,0.41,0.0,0.73,0.1,0.73,0.0,0.16,0.14,0.29,0.0,real
76,0.0,0.0,1.34,0.0,0.31,1.53,0.16,0.48,0.0,0.72,0.0,0.64,0.0,0.23,0.29,0.3,0.0,real
