,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.58,0.05,0.14,real
1,0.0,0.0,0.0,0.05,0.0,1.13,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.77,0.07,0.18,real
2,0.0,0.0,0.0,0.05,0.0,1.01,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.82,0.08,0.14,real
3,0.0,0.0,0.0,0.02,0.0,0.92,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.78,0.03,0.09,real
4,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.82,0.07,0.03,real
5,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.04,0.87,0.1,0.02,real
6,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.07,0.88,0.19,0.02,real
7,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.07,0.85,0.25,0.02,real
8,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.08,0.84,0.3,0.02,real
9,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.06,0.78,0.3,0.0,real
10,0.0,0.0,0.0,0.03,0.0,0.6,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.04,0.72,0.34,0.04,real
11,0.0,0.01,0.0,0.07,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.03,0.75,0.46,0.04,real
12,0.0,0.01,0.0,0.15,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.03,0.8,0.58,0.06,real
13,0.0,0.01,0.0,0.15,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.08,0.65,0.74,0.03,real
14,0.0,0.0,0.0,0.2,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.12,0.41,0.8,0.02,real
15,0.0,0.0,0.0,0.15,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.22,0.12,0.85,0.0,real
16,0.12,0.03,0.02,0.15,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.17,0.14,0.69,0.0,real
17,0.25,0.08,0.04,0.11,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.12,0.2,0.56,0.0,real
18,0.39,0.1,0.06,0.1,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.31,0.56,0.0,real
19,0.42,0.17,0.04,0.18,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.28,0.64,0.0,real
20,0.44,0.21,0.02,0.25,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.24,0.73,0.0,real
21,0.5,0.31,0.01,0.31,0.0,0.64,0.0,0.0,0.0,0.0,0.05,0.6,0.0,0.0,0.4,0.49,0.0,real
22,0.49,0.31,0.0,0.21,0.0,0.62,0.0,0.0,0.07,0.0,0.18,0.55,0.0,0.0,0.71,0.27,0.0,real
